group,system,seed,source_run,result_path,pose_rank,vina_affinity_kcal_mol,vina_rmsd_to_crystal_angstrom,gnina_score_only_vina_kcal_mol,cnn_score,cnn_affinity,cnn_affinity_variance,cnn_vs
BACE1-476,BACE1_verubecestat,3301,alternate_476_seed3301_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed3301_ex32/result.json,4,-8.395,7.6268,-8.49261,0.0351290181,5.5400676727,0.2752394378,0.1946171373
BACE1-476,BACE1_verubecestat,3301,alternate_476_seed3301_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed3301_ex32/result.json,5,-8.338,5.3131,-8.80924,0.2249079943,5.7759799957,0.1688984782,1.2990640402
BACE1-476,BACE1_verubecestat,3301,alternate_476_seed3301_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed3301_ex32/result.json,6,-8.332,6.8755,-8.8511,0.2766896486,5.7853417397,0.1773650199,1.6007441282
BACE1-476,BACE1_verubecestat,3301,alternate_476_seed3301_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed3301_ex32/result.json,7,-8.22,7.9076,-8.542,0.0171963144,3.9796283245,1.9017285109,0.0684349388
BACE1-476,BACE1_verubecestat,3301,alternate_476_seed3301_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed3301_ex32/result.json,8,-8.146,8.2114,-8.61168,0.0601573065,4.5661110878,1.2081714869,0.2746849358
BACE1-476,BACE1_verubecestat,3301,alternate_476_seed3301_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed3301_ex32/result.json,9,-7.936,7.3214,-8.89372,0.4006732404,6.518723011,0.0125699053,2.6118779182
BACE1-476,BACE1_verubecestat,3301,alternate_476_seed3301_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed3301_ex32/result.json,10,-7.688,10.4925,-8.0806,0.630109787,6.486676693,0.0083168112,4.0873184204
BACE1-476,BACE1_verubecestat,3301,alternate_476_seed3301_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed3301_ex32/result.json,11,-7.526,7.9365,-8.24882,0.0216098372,3.9523975849,1.851967454,0.0854106694
BACE1-476,BACE1_verubecestat,3301,alternate_476_seed3301_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed3301_ex32/result.json,12,-7.478,5.902,-8.18572,0.1180819422,5.2725362778,0.476208061,0.6225913167
BACE1-476,BACE1_verubecestat,3301,alternate_476_seed3301_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed3301_ex32/result.json,13,-7.468,7.5331,-7.9379,0.0754593834,4.9222888947,1.2092359066,0.3714328706
BACE1-476,BACE1_verubecestat,3301,alternate_476_seed3301_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed3301_ex32/result.json,14,-7.302,8.354,-7.88604,0.0155633474,4.01547575,1.4131654501,0.0624942444
BACE1-476,BACE1_verubecestat,3301,alternate_476_seed3301_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed3301_ex32/result.json,15,-7.164,8.1856,-7.64692,0.0191723146,4.2776741982,0.8678237796,0.0820129141
BACE1-476,BACE1_verubecestat,3301,alternate_476_seed3301_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed3301_ex32/result.json,16,-7.034,7.4818,-7.70473,0.1241039634,5.3418254852,0.0874084607,0.6629416943
BACE1-476,BACE1_verubecestat,3301,alternate_476_seed3301_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed3301_ex32/result.json,17,-7.029,6.9526,-6.91975,0.0213961303,3.7640686035,1.1359769106,0.0805364996
BACE1-476,BACE1_verubecestat,3301,alternate_476_seed3301_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed3301_ex32/result.json,18,-7.026,6.412,-7.24158,0.0774240568,4.9108219147,0.6429696679,0.380215764
BACE1-476,BACE1_verubecestat,3301,alternate_476_seed3301_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed3301_ex32/result.json,19,-6.978,8.8948,-6.88439,0.038958028,4.0513901711,0.872428596,0.1578341722
BACE1-476,BACE1_verubecestat,3301,alternate_476_seed3301_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed3301_ex32/result.json,20,-6.86,7.6614,-7.06703,0.0740173981,4.6253409386,0.8407289982,0.3423556983
BACE1-476,BACE1_verubecestat,4409,alternate_476_seed4409_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed4409_ex32/result.json,1,-9.174,7.1161,-9.17611,0.1170730963,5.7016701698,0.5698144436,0.6675121784
BACE1-476,BACE1_verubecestat,4409,alternate_476_seed4409_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed4409_ex32/result.json,2,-8.543,7.5259,-8.54356,0.0299630966,4.2794337273,1.8342677355,0.1282250881
BACE1-476,BACE1_verubecestat,4409,alternate_476_seed4409_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed4409_ex32/result.json,3,-8.42,7.6109,-8.51057,0.0412669331,5.6353955269,0.2651343644,0.2325554937
BACE1-476,BACE1_verubecestat,4409,alternate_476_seed4409_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed4409_ex32/result.json,4,-8.337,5.2637,-8.81877,0.2329507172,5.806022644,0.1497280151,1.352517128
BACE1-476,BACE1_verubecestat,4409,alternate_476_seed4409_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed4409_ex32/result.json,5,-8.321,6.8191,-8.84106,0.2632554173,5.7350697517,0.1972284168,1.5097881556
BACE1-476,BACE1_verubecestat,4409,alternate_476_seed4409_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed4409_ex32/result.json,6,-8.13,8.2057,-8.61796,0.0589993633,4.5682530403,1.2017563581,0.269524008
BACE1-476,BACE1_verubecestat,4409,alternate_476_seed4409_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed4409_ex32/result.json,7,-7.959,7.269,-8.98189,0.4939479828,6.5251822472,0.0644938871,3.2231006622
BACE1-476,BACE1_verubecestat,4409,alternate_476_seed4409_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed4409_ex32/result.json,8,-7.738,10.4771,-8.05798,0.6608293056,6.5308585167,0.1445685327,4.315782547
BACE1-476,BACE1_verubecestat,4409,alternate_476_seed4409_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed4409_ex32/result.json,9,-7.61,8.2303,-8.30321,0.0317918397,4.3077788353,1.1545478106,0.1369522214
BACE1-476,BACE1_verubecestat,4409,alternate_476_seed4409_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed4409_ex32/result.json,10,-7.518,8.0541,-7.92126,0.0118896114,3.527078867,2.5664579868,0.0419355966
BACE1-476,BACE1_verubecestat,4409,alternate_476_seed4409_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed4409_ex32/result.json,11,-7.518,7.9471,-8.25451,0.0208752938,3.9459197521,1.8286342621,0.0823722333
BACE1-476,BACE1_verubecestat,4409,alternate_476_seed4409_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed4409_ex32/result.json,12,-7.503,6.4384,-7.36693,0.1334131658,5.7529492378,0.0981955752,0.767519176
BACE1-476,BACE1_verubecestat,4409,alternate_476_seed4409_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed4409_ex32/result.json,13,-7.268,7.6933,-7.65005,0.0106491251,4.6721858978,0.3696422577,0.0497546904
BACE1-476,BACE1_verubecestat,4409,alternate_476_seed4409_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed4409_ex32/result.json,14,-7.253,8.3658,-7.8084,0.0153872827,4.0620188713,1.3720928431,0.0625034347
BACE1-476,BACE1_verubecestat,4409,alternate_476_seed4409_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed4409_ex32/result.json,15,-7.213,8.2797,-7.75424,0.0214018468,4.4004611969,0.745629251,0.0941779986
BACE1-476,BACE1_verubecestat,4409,alternate_476_seed4409_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed4409_ex32/result.json,16,-7.07,7.6499,-7.63784,0.1350992173,5.3274693489,0.0862445608,0.7197369337
BACE1-476,BACE1_verubecestat,4409,alternate_476_seed4409_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed4409_ex32/result.json,17,-7.029,6.4077,-7.22366,0.0788102821,4.9089055061,0.6494653225,0.386872232
BACE1-476,BACE1_verubecestat,4409,alternate_476_seed4409_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed4409_ex32/result.json,18,-7.016,7.6451,-7.0963,0.0519792438,4.3401989937,1.1435370445,0.2256002575
BACE1-476,BACE1_verubecestat,4409,alternate_476_seed4409_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed4409_ex32/result.json,19,-6.992,5.9494,-6.8565,0.0198914483,4.4284086227,0.865811348,0.0880874619
BACE1-476,BACE1_verubecestat,4409,alternate_476_seed4409_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed4409_ex32/result.json,20,-6.985,6.959,-6.89208,0.02087266,3.7526905537,1.1200302839,0.0783286318
BACE1-476,BACE1_verubecestat,5519,alternate_476_seed5519_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed5519_ex32/result.json,1,-9.174,7.132,-9.17329,0.1099638939,5.6820716858,0.5788578987,0.6248227358
BACE1-476,BACE1_verubecestat,5519,alternate_476_seed5519_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed5519_ex32/result.json,2,-8.625,7.3805,-8.55269,0.225517422,6.191426754,0.0934180021,1.3962745667
BACE1-476,BACE1_verubecestat,5519,alternate_476_seed5519_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed5519_ex32/result.json,3,-8.551,7.538,-8.54038,0.0289555546,4.2634057999,1.8345438242,0.1234492809
BACE1-476,BACE1_verubecestat,5519,alternate_476_seed5519_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed5519_ex32/result.json,4,-8.507,7.5906,-8.37236,0.0138544366,4.7441630363,0.6868570447,0.0657277033
BACE1-476,BACE1_verubecestat,5519,alternate_476_seed5519_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed5519_ex32/result.json,5,-8.369,6.8245,-8.90031,0.2903791666,5.8004479408,0.1757094413,1.6843292713
BACE1-476,BACE1_verubecestat,5519,alternate_476_seed5519_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed5519_ex32/result.json,6,-8.359,5.2393,-8.8433,0.2394309789,5.8329739571,0.1449077278,1.3965946436
BACE1-476,BACE1_verubecestat,5519,alternate_476_seed5519_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed5519_ex32/result.json,7,-8.13,8.3189,-8.61184,0.0644946173,4.5742049217,1.1112780571,0.2950116098
BACE1-476,BACE1_verubecestat,5519,alternate_476_seed5519_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed5519_ex32/result.json,8,-8.128,7.7356,-8.34613,0.0196636152,4.0662465096,1.7281318903,0.0799571052
BACE1-476,BACE1_verubecestat,5519,alternate_476_seed5519_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed5519_ex32/result.json,9,-7.928,7.2832,-8.90648,0.4509131908,6.5488228798,0.0255270805,2.952950716
BACE1-476,BACE1_verubecestat,5519,alternate_476_seed5519_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed5519_ex32/result.json,10,-7.524,7.9561,-8.24939,0.0205215756,3.939255476,1.8290389776,0.0808397308
BACE1-476,BACE1_verubecestat,5519,alternate_476_seed5519_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed5519_ex32/result.json,11,-7.375,7.0042,-8.10707,0.0652061924,5.1695380211,0.2225502729,0.3370859027
BACE1-476,BACE1_verubecestat,5519,alternate_476_seed5519_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed5519_ex32/result.json,12,-7.265,8.3543,-7.83177,0.0157659091,4.0615286827,1.3879593611,0.0640336946
BACE1-476,BACE1_verubecestat,5519,alternate_476_seed5519_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed5519_ex32/result.json,13,-7.173,8.4051,-7.17491,0.0109819071,3.4740092754,2.1718995571,0.0381512456
BACE1-476,BACE1_verubecestat,5519,alternate_476_seed5519_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed5519_ex32/result.json,14,-7.17,7.9198,-7.85876,0.1024239138,5.3445267677,0.6285173297,0.5474073291
BACE1-476,BACE1_verubecestat,5519,alternate_476_seed5519_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed5519_ex32/result.json,15,-7.038,7.6674,-7.60179,0.1485957056,5.3582859039,0.0752171054,0.796218276
BACE1-476,BACE1_verubecestat,5519,alternate_476_seed5519_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed5519_ex32/result.json,16,-7.022,6.9611,-6.91978,0.0209642779,3.7528953552,1.1319102049,0.0786767378
BACE1-476,BACE1_verubecestat,5519,alternate_476_seed5519_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed5519_ex32/result.json,17,-6.95,6.0128,-6.81096,0.019091811,4.3305430412,0.8886749148,0.0826779082
BACE1-476,BACE1_verubecestat,5519,alternate_476_seed5519_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed5519_ex32/result.json,18,-6.941,7.6924,-6.98282,0.0619136766,4.4612269402,1.0186353922,0.2762109637
BACE1-476,BACE1_verubecestat,5519,alternate_476_seed5519_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed5519_ex32/result.json,19,-6.89,6.4895,-7.21788,0.0769274533,4.8648033142,0.6766126752,0.3742369413
BACE1-476,BACE1_verubecestat,5519,alternate_476_seed5519_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/alternate_476_seed5519_ex32/result.json,20,-6.844,8.7184,-6.82216,0.0415486172,4.6469559669,0.5979442596,0.1930745989
BACE1 canonical,BACE1_verubecestat,20260825,canonical_obabel_redock_seed20260825_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_redock_seed20260825_ex32/result.json,1,-9.536,0.9457,-9.54369,0.91403687,7.3693394661,0.0778879002,6.73584795
BACE1 canonical,BACE1_verubecestat,20260825,canonical_obabel_redock_seed20260825_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_redock_seed20260825_ex32/result.json,2,-8.562,7.342,-8.45177,0.0940061212,4.8009572029,1.0597313643,0.4513193667
BACE1 canonical,BACE1_verubecestat,20260825,canonical_obabel_redock_seed20260825_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_redock_seed20260825_ex32/result.json,3,-8.372,7.0761,-8.26815,0.0462483764,5.201292038,0.3373904228,0.2405513078
BACE1 canonical,BACE1_verubecestat,20260825,canonical_obabel_redock_seed20260825_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_redock_seed20260825_ex32/result.json,4,-8.345,7.3599,-8.30059,0.0870568827,5.6168656349,0.1851312518,0.48898682
BACE1 canonical,BACE1_verubecestat,20260825,canonical_obabel_redock_seed20260825_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_redock_seed20260825_ex32/result.json,5,-8.23,7.1161,-8.94026,0.2809008658,5.6449432373,0.5166159868,1.5856693983
BACE1 canonical,BACE1_verubecestat,20260825,canonical_obabel_redock_seed20260825_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_redock_seed20260825_ex32/result.json,6,-8.066,7.5491,-7.9888,0.0229696482,4.4800782204,0.7039942741,0.1029058173
BACE1 canonical,BACE1_verubecestat,20260825,canonical_obabel_redock_seed20260825_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_redock_seed20260825_ex32/result.json,7,-8.044,6.3169,-8.52152,0.0588035509,4.9750876427,0.6238031387,0.2925528288
BACE1 canonical,BACE1_verubecestat,20260825,canonical_obabel_redock_seed20260825_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_redock_seed20260825_ex32/result.json,8,-7.958,4.8168,-8.81232,0.1417164505,5.4391403198,0.4493578374,0.7708156705
BACE1 canonical,BACE1_verubecestat,20260825,canonical_obabel_redock_seed20260825_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_redock_seed20260825_ex32/result.json,9,-7.815,5.2733,-7.69064,0.0771338046,4.8766274452,0.6887285113,0.3761528134
BACE1 canonical,BACE1_verubecestat,20260825,canonical_obabel_redock_seed20260825_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_redock_seed20260825_ex32/result.json,10,-7.73,7.1872,-8.45243,0.0892920047,5.3568615913,0.4666029215,0.4783249199
BACE1 canonical,BACE1_verubecestat,20260825,canonical_obabel_redock_seed20260825_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_redock_seed20260825_ex32/result.json,11,-7.682,8.3136,-7.69126,0.0689372048,5.201944828,0.2821292579,0.3586075306
BACE1 canonical,BACE1_verubecestat,20260825,canonical_obabel_redock_seed20260825_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_redock_seed20260825_ex32/result.json,12,-7.52,6.8572,-7.77307,0.0602708533,4.6809134483,1.3171166182,0.2821226418
BACE1 canonical,BACE1_verubecestat,20260825,canonical_obabel_redock_seed20260825_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_redock_seed20260825_ex32/result.json,13,-7.477,7.8831,-7.39368,0.0266572684,4.1607823372,1.3833031654,0.1109150946
BACE1 canonical,BACE1_verubecestat,20260825,canonical_obabel_redock_seed20260825_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_redock_seed20260825_ex32/result.json,14,-7.475,7.6985,-7.52992,0.0639166236,4.9796919823,0.7803756595,0.3182851076
BACE1 canonical,BACE1_verubecestat,20260825,canonical_obabel_redock_seed20260825_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_redock_seed20260825_ex32/result.json,15,-7.474,6.2324,-7.98868,0.021096481,4.3352046013,0.8808495402,0.0914575607
BACE1 canonical,BACE1_verubecestat,20260825,canonical_obabel_redock_seed20260825_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_redock_seed20260825_ex32/result.json,16,-7.468,5.896,-7.55352,0.0427419506,4.7343649864,0.4350239933,0.2023559958
BACE1 canonical,BACE1_verubecestat,20260825,canonical_obabel_redock_seed20260825_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_redock_seed20260825_ex32/result.json,17,-7.42,7.7431,-7.60181,0.0197876301,3.7887580395,1.6859407425,0.0749705434
BACE1 canonical,BACE1_verubecestat,20260825,canonical_obabel_redock_seed20260825_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_redock_seed20260825_ex32/result.json,18,-7.412,7.8875,-7.31342,0.0244030561,4.1891803741,0.8390490413,0.1022288054
BACE1 canonical,BACE1_verubecestat,20260825,canonical_obabel_redock_seed20260825_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_redock_seed20260825_ex32/result.json,19,-7.401,8.4999,-7.89388,0.409309715,5.3095135689,0.1974625587,2.1732354164
BACE1 canonical,BACE1_verubecestat,20260825,canonical_obabel_redock_seed20260825_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_redock_seed20260825_ex32/result.json,20,-7.257,7.9151,-7.37222,0.0681742355,4.7628540993,0.5274782181,0.3247039318
BACE1 canonical,BACE1_verubecestat,1103,canonical_obabel_seed1103_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_seed1103_ex32/result.json,1,-9.517,0.9536,-9.51523,0.9102242589,7.3509011269,0.0734529048,6.6909685135
BACE1 canonical,BACE1_verubecestat,1103,canonical_obabel_seed1103_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_seed1103_ex32/result.json,2,-8.476,7.4511,-8.407,0.0863327086,4.8030567169,0.990261972,0.4146609008
BACE1 canonical,BACE1_verubecestat,1103,canonical_obabel_seed1103_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_seed1103_ex32/result.json,3,-8.35,7.0812,-8.27628,0.0449009426,5.2000274658,0.3356465399,0.2334861308
BACE1 canonical,BACE1_verubecestat,1103,canonical_obabel_seed1103_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_seed1103_ex32/result.json,4,-8.292,7.3477,-8.28363,0.0867658183,5.6117377281,0.1911838055,0.4869070053
BACE1 canonical,BACE1_verubecestat,1103,canonical_obabel_seed1103_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_seed1103_ex32/result.json,5,-8.191,7.1409,-8.93763,0.2662161887,5.5953421593,0.5264816284,1.4895706177
BACE1 canonical,BACE1_verubecestat,1103,canonical_obabel_seed1103_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_seed1103_ex32/result.json,6,-8.004,7.5698,-7.97671,0.0227823369,4.4451446533,0.7213172317,0.10127078
BACE1 canonical,BACE1_verubecestat,1103,canonical_obabel_seed1103_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_seed1103_ex32/result.json,7,-7.945,4.8043,-8.83503,0.1437770128,5.4207305908,0.4701295793,0.7793764472
BACE1 canonical,BACE1_verubecestat,1103,canonical_obabel_seed1103_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_seed1103_ex32/result.json,8,-7.845,5.2885,-7.78541,0.0896066874,4.8506126404,0.7475046515,0.4346473217
BACE1 canonical,BACE1_verubecestat,1103,canonical_obabel_seed1103_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_seed1103_ex32/result.json,9,-7.776,6.3903,-8.72958,0.0583466329,5.093708992,0.5638987422,0.2972007692
BACE1 canonical,BACE1_verubecestat,1103,canonical_obabel_seed1103_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_seed1103_ex32/result.json,10,-7.717,8.3052,-7.70453,0.0571817756,5.2072887421,0.2897355258,0.2977620065
BACE1 canonical,BACE1_verubecestat,1103,canonical_obabel_seed1103_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_seed1103_ex32/result.json,11,-7.638,7.4424,-7.5679,0.0247148965,4.6227889061,0.5470133424,0.1142517477
BACE1 canonical,BACE1_verubecestat,1103,canonical_obabel_seed1103_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_seed1103_ex32/result.json,12,-7.439,7.8986,-7.38235,0.0249370057,4.2611079216,0.798368752,0.1062592715
BACE1 canonical,BACE1_verubecestat,1103,canonical_obabel_seed1103_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_seed1103_ex32/result.json,13,-7.439,7.7254,-7.51079,0.0582695641,4.8754296303,0.8656910062,0.284089148
BACE1 canonical,BACE1_verubecestat,1103,canonical_obabel_seed1103_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_seed1103_ex32/result.json,14,-7.354,7.7681,-7.57321,0.0204605944,3.7471210957,1.7301692963,0.0766683221
BACE1 canonical,BACE1_verubecestat,1103,canonical_obabel_seed1103_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_seed1103_ex32/result.json,15,-7.354,8.5771,-7.88443,0.334657073,5.311170578,0.1965705156,1.7774207592
BACE1 canonical,BACE1_verubecestat,1103,canonical_obabel_seed1103_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_seed1103_ex32/result.json,16,-7.281,7.4234,-7.91149,0.1516750008,5.9449000359,0.0471440107,0.9016926885
BACE1 canonical,BACE1_verubecestat,1103,canonical_obabel_seed1103_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_seed1103_ex32/result.json,17,-7.219,7.8209,-7.39628,0.5422208309,6.2256603241,0.1395320892,3.3756828308
BACE1 canonical,BACE1_verubecestat,1103,canonical_obabel_seed1103_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_seed1103_ex32/result.json,18,-7.2,5.8497,-7.59884,0.0289507005,4.0123643875,1.1377421618,0.1161607578
BACE1 canonical,BACE1_verubecestat,1103,canonical_obabel_seed1103_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_seed1103_ex32/result.json,19,-7.194,7.9673,-7.38977,0.065419212,4.7251777649,0.5587621331,0.3091174066
BACE1 canonical,BACE1_verubecestat,1103,canonical_obabel_seed1103_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_seed1103_ex32/result.json,20,-7.176,7.7187,-7.81759,0.0839682594,5.4868049622,0.1087467447,0.4607174695
BACE1 canonical,BACE1_verubecestat,2207,canonical_obabel_seed2207_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_seed2207_ex32/result.json,1,-9.488,0.9653,-9.49457,0.9256124496,7.3814415932,0.0806148052,6.8323540688
BACE1 canonical,BACE1_verubecestat,2207,canonical_obabel_seed2207_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_seed2207_ex32/result.json,2,-8.524,7.3585,-8.47694,0.0957278535,4.8049378395,1.0631175041,0.4599663913
BACE1 canonical,BACE1_verubecestat,2207,canonical_obabel_seed2207_ex32,outputs/docking_campaign/systems/BACE1_verubecestat/gnina_rescoring/canonical_obabel_seed2207_ex32/result.json,3,-8.347,7.0962,-8.28292,0.046563305,5.2029538155,0.3393440247,0.2422667295
