"transcript_id","gene_id","padj_gene","padj_tx","psi_AD","psi_ctrl","delta_psi","pval","empirical_pval","regular_FDR","empirical_FDR","robust_to_braak","psi_active_ctrl","cell_type"
"AAMP-201","AAMP",0.800450522406744,NA,0.608400349387067,0.263668430335097,0.34473191905197,0.612215633227355,0.703985152519727,0.88325081450023,0.996449131982538,FALSE,0.623863636363636,"Inhibitory_neuron"
"AAMP-208","AAMP",0.800450522406744,NA,0.391599650612933,0.736331569664903,-0.34473191905197,0.612215633227354,0.710916806788911,0.88325081450023,0.996449131982538,FALSE,0.376136363636364,"Inhibitory_neuron"
"AAR2-201","AAR2",0.20140337023908,NA,0.592836159452625,0.211062070989281,0.381774088463345,0.0141928279713219,0.0687257513965143,0.313453601960487,0.996449131982538,FALSE,0.861111111111111,"Inhibitory_neuron"
"AAR2-206","AAR2",0.20140337023908,NA,0.407163840547375,0.788937929010719,-0.381774088463345,0.0141928279713219,0.0701567960905666,0.313453601960487,0.996449131982538,FALSE,0.138888888888889,"Inhibitory_neuron"
"AARS1-201","AARS1",0.503904628281845,NA,0.195139856274185,0.676123400350522,-0.480983544076337,0.228270676859676,0.374909872775143,0.627392680334328,0.996449131982538,FALSE,0.465423768626864,"Inhibitory_neuron"
"AARS1-225","AARS1",0.503904628281845,NA,0.804860143725815,0.323876599649478,0.480983544076337,0.22827067685966,0.369913505302046,0.627392680334328,0.996449131982538,FALSE,0.534576231373136,"Inhibitory_neuron"
"ABAT-201","ABAT",0.991178274021497,NA,0.611020733652313,0.452947845804989,0.158072887847324,0.983264386381504,0.991327998574199,0.993623382235159,0.998034981681079,FALSE,0.547008547008547,"Inhibitory_neuron"
"ABAT-202","ABAT",0.991178274021497,NA,0.388979266347687,0.547052154195011,-0.158072887847324,0.983264386381504,0.983891522385142,0.993623382235159,0.998034981681079,FALSE,0.452991452991453,"Inhibitory_neuron"
"ABCA5-201","ABCA5",0.316429250810322,NA,0.264931352920729,0.186624241193817,0.0783071117269126,0.199471596110589,0.339803283310119,0.606672344703744,0.996449131982538,FALSE,0.525219298245614,"Inhibitory_neuron"
"ABCA5-208","ABCA5",0.316429250810322,NA,0.432697296655589,0.311870421245421,0.120826875410168,0.39620915829842,0.526884402175553,0.767154073925661,0.996449131982538,FALSE,0.256213450292398,"Inhibitory_neuron"
"ABCA5-213","ABCA5",0.316429250810322,NA,0.302371350423682,0.501505337560762,-0.19913398713708,0.0726434839777192,0.185407275701002,0.447209174652989,0.996449131982538,FALSE,0.218567251461988,"Inhibitory_neuron"
"ABCC8-253","ABCC8",0.880381828078462,NA,0.363188762991395,0.415934331240946,-0.0527455682495518,0.775836485994145,0.836674551602508,0.935438464703286,0.996449131982538,FALSE,0.164983164983165,"Inhibitory_neuron"
"ABCC8-280","ABCC8",0.880381828078462,NA,0.636811237008605,0.584065668759054,0.0527455682495518,0.775836485994144,0.829400615995737,0.935438464703286,0.996449131982538,FALSE,0.835016835016835,"Inhibitory_neuron"
"ABI1-204","ABI1",0.791553240912139,NA,0.55164694176791,0.305289739500266,0.246357202267644,0.597787603813857,0.692658230926854,0.877825519404358,0.996449131982538,FALSE,0.367673992673993,"Inhibitory_neuron"
"ABI1-206","ABI1",0.791553240912139,NA,0.44835305823209,0.694710260499734,-0.246357202267644,0.597787603813855,0.699549382131945,0.877825519404358,0.996449131982538,FALSE,0.632326007326007,"Inhibitory_neuron"
"ACAD8-201","ACAD8",0.679861099536082,NA,0.360136693017128,0.498518982060909,-0.138382289043782,0.443342479353028,0.56720485386609,0.790218475329013,0.996449131982538,FALSE,0.528260869565217,"Inhibitory_neuron"
"ACAD8-215","ACAD8",0.679861099536082,NA,0.639863306982872,0.501481017939091,0.138382289043782,0.443342479353027,0.573536016024881,0.790218475329013,0.996449131982538,FALSE,0.471739130434783,"Inhibitory_neuron"
"ACSL3-201","ACSL3",0.378650507899522,NA,0.272440565969978,0.409455437399979,-0.137014871430001,0.110231301318578,0.238888764470109,0.519287617375204,0.996449131982538,FALSE,0.427083333333333,"Inhibitory_neuron"
"ACSL3-202","ACSL3",0.378650507899522,NA,0.727559434030022,0.590544562600021,0.137014871430001,0.110231301318578,0.235192018683227,0.519287617375204,0.996449131982538,FALSE,0.572916666666667,"Inhibitory_neuron"
"ACTB-206","ACTB",0.705454086391823,NA,0.299709342471528,0.356522174969933,-0.0568128324984056,0.483529988381062,0.600719277462924,0.810248754585803,0.996449131982538,FALSE,0.435118387712406,"Inhibitory_neuron"
"ACTB-217","ACTB",0.705454086391823,NA,0.700290657528472,0.643477825030067,0.0568128324984055,0.483529988381064,0.6072205039176,0.810248754585803,0.996449131982538,FALSE,0.564881612287594,"Inhibitory_neuron"
"ACTG1-205","ACTG1",0.260310846218372,NA,0.804691785201027,0.821677734955658,-0.0169859497546309,0.0364873635723303,0.122657038552786,0.389117526712546,0.996449131982538,FALSE,0.720902201351744,"Inhibitory_neuron"
"ACTG1-206","ACTG1",0.260310846218372,NA,0.126638449029555,0.104813598754247,0.0218248502753088,0.894438095541217,0.91804535285734,0.971704066387884,0.996449131982538,FALSE,0.144577654710436,"Inhibitory_neuron"
