"donor","transcript_id","cell_type","gene_id","is_significant_hit","condition","n_cells_donor","raw_count","gene_total_count","psi","padj_gene","padj_tx","delta_psi","n_cells_expressing_gene"
"SMC027","NTRK2-237","Astrocyte","NTRK2",FALSE,"Control",445,192,1293,0.148491879350348,NA,NA,NA,107
"SMC030","NTRK2-237","Astrocyte","NTRK2",FALSE,"Control",245,14,48,0.291666666666667,NA,NA,NA,28
"SMC033","NTRK2-237","Astrocyte","NTRK2",FALSE,"Control",524,1,2,0.5,NA,NA,NA,5
"SMC052","NTRK2-237","Astrocyte","NTRK2",FALSE,"Control",130,0,2,0,NA,NA,NA,2
"PO05","NTRK2-241","Astrocyte","NTRK2",FALSE,"AD",294,1,36,0.0277777777777778,NA,NA,NA,16
"PO11","NTRK2-241","Astrocyte","NTRK2",FALSE,"AD",183,0,2,0,NA,NA,NA,2
"PO28","NTRK2-241","Astrocyte","NTRK2",FALSE,"AD",152,1,20,0.05,NA,NA,NA,15
"PO41","NTRK2-241","Astrocyte","NTRK2",FALSE,"AD",294,20,138,0.144927536231884,NA,NA,NA,39
"PO42","NTRK2-241","Astrocyte","NTRK2",FALSE,"AD",688,1,9,0.111111111111111,NA,NA,NA,12
"SMC029","NTRK2-241","Astrocyte","NTRK2",FALSE,"AD",192,5,11,0.454545454545455,NA,NA,NA,7
"SMC032","NTRK2-241","Astrocyte","NTRK2",FALSE,"AD",64,9,18,0.5,NA,NA,NA,5
"SMC036","NTRK2-241","Astrocyte","NTRK2",FALSE,"AD",78,0,0,NA,NA,NA,NA,0
"SMC038","NTRK2-241","Astrocyte","NTRK2",FALSE,"AD",244,29,102,0.284313725490196,NA,NA,NA,16
"SMC039","NTRK2-241","Astrocyte","NTRK2",FALSE,"AD",158,0,0,NA,NA,NA,NA,1
"SMC041","NTRK2-241","Astrocyte","NTRK2",FALSE,"AD",22,0,0,NA,NA,NA,NA,0
"SMC043","NTRK2-241","Astrocyte","NTRK2",FALSE,"AD",653,0,129,0,NA,NA,NA,2
"SMC049","NTRK2-241","Astrocyte","NTRK2",FALSE,"AD",304,7,54,0.12962962962963,NA,NA,NA,14
"PO13","NTRK2-241","Astrocyte","NTRK2",FALSE,"Control",55,15,19,0.789473684210526,NA,NA,NA,3
"PO15","NTRK2-241","Astrocyte","NTRK2",FALSE,"Control",150,11,105,0.104761904761905,NA,NA,NA,33
"PO20","NTRK2-241","Astrocyte","NTRK2",FALSE,"Control",131,2,7,0.285714285714286,NA,NA,NA,6
"PO23","NTRK2-241","Astrocyte","NTRK2",FALSE,"Control",116,5,26,0.192307692307692,NA,NA,NA,8
"SMC027","NTRK2-241","Astrocyte","NTRK2",FALSE,"Control",445,447,1293,0.345707656612529,NA,NA,NA,107
"SMC030","NTRK2-241","Astrocyte","NTRK2",FALSE,"Control",245,13,48,0.270833333333333,NA,NA,NA,28
"SMC033","NTRK2-241","Astrocyte","NTRK2",FALSE,"Control",524,0,2,0,NA,NA,NA,5
"SMC052","NTRK2-241","Astrocyte","NTRK2",FALSE,"Control",130,0,2,0,NA,NA,NA,2
"PO05","NTRK2-250","Astrocyte","NTRK2",FALSE,"AD",294,0,36,0,NA,NA,NA,16
"PO11","NTRK2-250","Astrocyte","NTRK2",FALSE,"AD",183,1,2,0.5,NA,NA,NA,2
"PO28","NTRK2-250","Astrocyte","NTRK2",FALSE,"AD",152,0,20,0,NA,NA,NA,15
"PO41","NTRK2-250","Astrocyte","NTRK2",FALSE,"AD",294,0,138,0,NA,NA,NA,39
"PO42","NTRK2-250","Astrocyte","NTRK2",FALSE,"AD",688,0,9,0,NA,NA,NA,12
"SMC029","NTRK2-250","Astrocyte","NTRK2",FALSE,"AD",192,0,11,0,NA,NA,NA,7
"SMC032","NTRK2-250","Astrocyte","NTRK2",FALSE,"AD",64,4,18,0.222222222222222,NA,NA,NA,5
"SMC036","NTRK2-250","Astrocyte","NTRK2",FALSE,"AD",78,0,0,NA,NA,NA,NA,0
"SMC038","NTRK2-250","Astrocyte","NTRK2",FALSE,"AD",244,0,102,0,NA,NA,NA,16
"SMC039","NTRK2-250","Astrocyte","NTRK2",FALSE,"AD",158,0,0,NA,NA,NA,NA,1
"SMC041","NTRK2-250","Astrocyte","NTRK2",FALSE,"AD",22,0,0,NA,NA,NA,NA,0
"SMC043","NTRK2-250","Astrocyte","NTRK2",FALSE,"AD",653,0,129,0,NA,NA,NA,2
"SMC049","NTRK2-250","Astrocyte","NTRK2",FALSE,"AD",304,0,54,0,NA,NA,NA,14
"PO13","NTRK2-250","Astrocyte","NTRK2",FALSE,"Control",55,0,19,0,NA,NA,NA,3
"PO15","NTRK2-250","Astrocyte","NTRK2",FALSE,"Control",150,1,105,0.00952380952380952,NA,NA,NA,33
"PO20","NTRK2-250","Astrocyte","NTRK2",FALSE,"Control",131,0,7,0,NA,NA,NA,6
"PO23","NTRK2-250","Astrocyte","NTRK2",FALSE,"Control",116,0,26,0,NA,NA,NA,8
"SMC027","NTRK2-250","Astrocyte","NTRK2",FALSE,"Control",445,41,1293,0.0317092034029389,NA,NA,NA,107
"SMC030","NTRK2-250","Astrocyte","NTRK2",FALSE,"Control",245,2,48,0.0416666666666667,NA,NA,NA,28
"SMC033","NTRK2-250","Astrocyte","NTRK2",FALSE,"Control",524,0,2,0,NA,NA,NA,5
"SMC052","NTRK2-250","Astrocyte","NTRK2",FALSE,"Control",130,0,2,0,NA,NA,NA,2
"PO05","NTRK2-256","Astrocyte","NTRK2",FALSE,"AD",294,16,36,0.444444444444444,NA,NA,NA,16
"PO11","NTRK2-256","Astrocyte","NTRK2",FALSE,"AD",183,0,2,0,NA,NA,NA,2
"PO28","NTRK2-256","Astrocyte","NTRK2",FALSE,"AD",152,2,20,0.1,NA,NA,NA,15
"PO41","NTRK2-256","Astrocyte","NTRK2",FALSE,"AD",294,8,138,0.0579710144927536,NA,NA,NA,39
"PO42","NTRK2-256","Astrocyte","NTRK2",FALSE,"AD",688,2,9,0.222222222222222,NA,NA,NA,12
"SMC029","NTRK2-256","Astrocyte","NTRK2",FALSE,"AD",192,1,11,0.0909090909090909,NA,NA,NA,7
"SMC032","NTRK2-256","Astrocyte","NTRK2",FALSE,"AD",64,0,18,0,NA,NA,NA,5
"SMC036","NTRK2-256","Astrocyte","NTRK2",FALSE,"AD",78,0,0,NA,NA,NA,NA,0
"SMC038","NTRK2-256","Astrocyte","NTRK2",FALSE,"AD",244,14,102,0.137254901960784,NA,NA,NA,16
"SMC039","NTRK2-256","Astrocyte","NTRK2",FALSE,"AD",158,0,0,NA,NA,NA,NA,1
"SMC041","NTRK2-256","Astrocyte","NTRK2",FALSE,"AD",22,0,0,NA,NA,NA,NA,0
"SMC043","NTRK2-256","Astrocyte","NTRK2",FALSE,"AD",653,0,129,0,NA,NA,NA,2
"SMC049","NTRK2-256","Astrocyte","NTRK2",FALSE,"AD",304,0,54,0,NA,NA,NA,14
"PO13","NTRK2-256","Astrocyte","NTRK2",FALSE,"Control",55,0,19,0,NA,NA,NA,3
"PO15","NTRK2-256","Astrocyte","NTRK2",FALSE,"Control",150,0,105,0,NA,NA,NA,33
"PO20","NTRK2-256","Astrocyte","NTRK2",FALSE,"Control",131,0,7,0,NA,NA,NA,6
"PO23","NTRK2-256","Astrocyte","NTRK2",FALSE,"Control",116,3,26,0.115384615384615,NA,NA,NA,8
"SMC027","NTRK2-256","Astrocyte","NTRK2",FALSE,"Control",445,10,1293,0.00773395204949729,NA,NA,NA,107
"SMC030","NTRK2-256","Astrocyte","NTRK2",FALSE,"Control",245,0,48,0,NA,NA,NA,28
"SMC033","NTRK2-256","Astrocyte","NTRK2",FALSE,"Control",524,1,2,0.5,NA,NA,NA,5
"SMC052","NTRK2-256","Astrocyte","NTRK2",FALSE,"Control",130,0,2,0,NA,NA,NA,2
"PO05","CAMK2B-204","Excitatory_neuron","CAMK2B",TRUE,"AD",1197,6,46,0.130434782608696,0.03513925430928,0,0.0901882285145957,42
"PO11","CAMK2B-204","Excitatory_neuron","CAMK2B",TRUE,"AD",1165,21,47,0.446808510638298,0.03513925430928,0,0.0901882285145957,37
"PO28","CAMK2B-204","Excitatory_neuron","CAMK2B",TRUE,"AD",1851,18,289,0.0622837370242214,0.03513925430928,0,0.0901882285145957,193
"PO41","CAMK2B-204","Excitatory_neuron","CAMK2B",TRUE,"AD",973,10,166,0.0602409638554217,0.03513925430928,0,0.0901882285145957,119
"PO42","CAMK2B-204","Excitatory_neuron","CAMK2B",TRUE,"AD",1303,6,36,0.166666666666667,0.03513925430928,0,0.0901882285145957,30
"SMC029","CAMK2B-204","Excitatory_neuron","CAMK2B",TRUE,"AD",150,1,14,0.0714285714285714,0.03513925430928,0,0.0901882285145957,8
"SMC032","CAMK2B-204","Excitatory_neuron","CAMK2B",TRUE,"AD",578,19,88,0.215909090909091,0.03513925430928,0,0.0901882285145957,64
"SMC036","CAMK2B-204","Excitatory_neuron","CAMK2B",TRUE,"AD",206,2,41,0.0487804878048781,0.03513925430928,0,0.0901882285145957,9
"SMC038","CAMK2B-204","Excitatory_neuron","CAMK2B",TRUE,"AD",1640,519,1225,0.423673469387755,0.03513925430928,0,0.0901882285145957,313
"SMC039","CAMK2B-204","Excitatory_neuron","CAMK2B",TRUE,"AD",413,5,35,0.142857142857143,0.03513925430928,0,0.0901882285145957,10
"SMC041","CAMK2B-204","Excitatory_neuron","CAMK2B",TRUE,"AD",1746,138,306,0.450980392156863,0.03513925430928,0,0.0901882285145957,66
"SMC043","CAMK2B-204","Excitatory_neuron","CAMK2B",TRUE,"AD",105,0,2,0,0.03513925430928,0,0.0901882285145957,2
"SMC049","CAMK2B-204","Excitatory_neuron","CAMK2B",TRUE,"AD",4070,306,3982,0.0768458061275741,0.03513925430928,0,0.0901882285145957,1264
"PO13","CAMK2B-204","Excitatory_neuron","CAMK2B",TRUE,"Control",777,0,13,0,0.03513925430928,0,0.0901882285145957,12
"PO15","CAMK2B-204","Excitatory_neuron","CAMK2B",TRUE,"Control",744,14,145,0.096551724137931,0.03513925430928,0,0.0901882285145957,105
"PO20","CAMK2B-204","Excitatory_neuron","CAMK2B",TRUE,"Control",1454,3,42,0.0714285714285714,0.03513925430928,0,0.0901882285145957,33
"PO23","CAMK2B-204","Excitatory_neuron","CAMK2B",TRUE,"Control",1605,13,537,0.0242085661080074,0.03513925430928,0,0.0901882285145957,318
"SMC027","CAMK2B-204","Excitatory_neuron","CAMK2B",TRUE,"Control",129,3,115,0.0260869565217391,0.03513925430928,0,0.0901882285145957,31
"SMC030","CAMK2B-204","Excitatory_neuron","CAMK2B",TRUE,"Control",915,32,151,0.211920529801325,0.03513925430928,0,0.0901882285145957,122
"SMC033","CAMK2B-204","Excitatory_neuron","CAMK2B",TRUE,"Control",2797,69,507,0.136094674556213,0.03513925430928,0,0.0901882285145957,262
"SMC052","CAMK2B-204","Excitatory_neuron","CAMK2B",TRUE,"Control",4785,131,869,0.150747986191024,0.03513925430928,0,0.0901882285145957,346
"PO05","CAMK2B-209","Excitatory_neuron","CAMK2B",FALSE,"AD",1197,3,46,0.0652173913043478,NA,NA,NA,42
"PO11","CAMK2B-209","Excitatory_neuron","CAMK2B",FALSE,"AD",1165,2,47,0.0425531914893617,NA,NA,NA,37
"PO28","CAMK2B-209","Excitatory_neuron","CAMK2B",FALSE,"AD",1851,18,289,0.0622837370242214,NA,NA,NA,193
"PO41","CAMK2B-209","Excitatory_neuron","CAMK2B",FALSE,"AD",973,10,166,0.0602409638554217,NA,NA,NA,119
"PO42","CAMK2B-209","Excitatory_neuron","CAMK2B",FALSE,"AD",1303,3,36,0.0833333333333333,NA,NA,NA,30
"SMC029","CAMK2B-209","Excitatory_neuron","CAMK2B",FALSE,"AD",150,0,14,0,NA,NA,NA,8
"SMC032","CAMK2B-209","Excitatory_neuron","CAMK2B",FALSE,"AD",578,0,88,0,NA,NA,NA,64
"SMC036","CAMK2B-209","Excitatory_neuron","CAMK2B",FALSE,"AD",206,0,41,0,NA,NA,NA,9
"SMC038","CAMK2B-209","Excitatory_neuron","CAMK2B",FALSE,"AD",1640,8,1225,0.00653061224489796,NA,NA,NA,313
"SMC039","CAMK2B-209","Excitatory_neuron","CAMK2B",FALSE,"AD",413,1,35,0.0285714285714286,NA,NA,NA,10
"SMC041","CAMK2B-209","Excitatory_neuron","CAMK2B",FALSE,"AD",1746,3,306,0.00980392156862745,NA,NA,NA,66
"SMC043","CAMK2B-209","Excitatory_neuron","CAMK2B",FALSE,"AD",105,0,2,0,NA,NA,NA,2
"SMC049","CAMK2B-209","Excitatory_neuron","CAMK2B",FALSE,"AD",4070,1,3982,0.000251130085384229,NA,NA,NA,1264
"PO13","CAMK2B-209","Excitatory_neuron","CAMK2B",FALSE,"Control",777,3,13,0.230769230769231,NA,NA,NA,12
"PO15","CAMK2B-209","Excitatory_neuron","CAMK2B",FALSE,"Control",744,0,145,0,NA,NA,NA,105
"PO20","CAMK2B-209","Excitatory_neuron","CAMK2B",FALSE,"Control",1454,4,42,0.0952380952380952,NA,NA,NA,33
"PO23","CAMK2B-209","Excitatory_neuron","CAMK2B",FALSE,"Control",1605,22,537,0.0409683426443203,NA,NA,NA,318
"SMC027","CAMK2B-209","Excitatory_neuron","CAMK2B",FALSE,"Control",129,0,115,0,NA,NA,NA,31
"SMC030","CAMK2B-209","Excitatory_neuron","CAMK2B",FALSE,"Control",915,2,151,0.0132450331125828,NA,NA,NA,122
"SMC033","CAMK2B-209","Excitatory_neuron","CAMK2B",FALSE,"Control",2797,4,507,0.00788954635108481,NA,NA,NA,262
"SMC052","CAMK2B-209","Excitatory_neuron","CAMK2B",FALSE,"Control",4785,1,869,0.00115074798619102,NA,NA,NA,346
"PO05","CAMK2B-216","Excitatory_neuron","CAMK2B",TRUE,"AD",1197,37,46,0.804347826086957,0.03513925430928,0,-0.0901882285145956,42
"PO11","CAMK2B-216","Excitatory_neuron","CAMK2B",TRUE,"AD",1165,24,47,0.51063829787234,0.03513925430928,0,-0.0901882285145956,37
"PO28","CAMK2B-216","Excitatory_neuron","CAMK2B",TRUE,"AD",1851,250,289,0.865051903114187,0.03513925430928,0,-0.0901882285145956,193
"PO41","CAMK2B-216","Excitatory_neuron","CAMK2B",TRUE,"AD",973,145,166,0.873493975903614,0.03513925430928,0,-0.0901882285145956,119
"PO42","CAMK2B-216","Excitatory_neuron","CAMK2B",TRUE,"AD",1303,26,36,0.722222222222222,0.03513925430928,0,-0.0901882285145956,30
"SMC029","CAMK2B-216","Excitatory_neuron","CAMK2B",TRUE,"AD",150,13,14,0.928571428571429,0.03513925430928,0,-0.0901882285145956,8
"SMC032","CAMK2B-216","Excitatory_neuron","CAMK2B",TRUE,"AD",578,69,88,0.784090909090909,0.03513925430928,0,-0.0901882285145956,64
"SMC036","CAMK2B-216","Excitatory_neuron","CAMK2B",TRUE,"AD",206,39,41,0.951219512195122,0.03513925430928,0,-0.0901882285145956,9
"SMC038","CAMK2B-216","Excitatory_neuron","CAMK2B",TRUE,"AD",1640,691,1225,0.564081632653061,0.03513925430928,0,-0.0901882285145956,313
"SMC039","CAMK2B-216","Excitatory_neuron","CAMK2B",TRUE,"AD",413,27,35,0.771428571428571,0.03513925430928,0,-0.0901882285145956,10
"SMC041","CAMK2B-216","Excitatory_neuron","CAMK2B",TRUE,"AD",1746,161,306,0.526143790849673,0.03513925430928,0,-0.0901882285145956,66
"SMC043","CAMK2B-216","Excitatory_neuron","CAMK2B",TRUE,"AD",105,1,2,0.5,0.03513925430928,0,-0.0901882285145956,2
"SMC049","CAMK2B-216","Excitatory_neuron","CAMK2B",TRUE,"AD",4070,3644,3982,0.915118031140131,0.03513925430928,0,-0.0901882285145956,1264
"PO13","CAMK2B-216","Excitatory_neuron","CAMK2B",TRUE,"Control",777,10,13,0.769230769230769,0.03513925430928,0,-0.0901882285145956,12
"PO15","CAMK2B-216","Excitatory_neuron","CAMK2B",TRUE,"Control",744,129,145,0.889655172413793,0.03513925430928,0,-0.0901882285145956,105
"PO20","CAMK2B-216","Excitatory_neuron","CAMK2B",TRUE,"Control",1454,33,42,0.785714285714286,0.03513925430928,0,-0.0901882285145956,33
"PO23","CAMK2B-216","Excitatory_neuron","CAMK2B",TRUE,"Control",1605,493,537,0.918063314711359,0.03513925430928,0,-0.0901882285145956,318
"SMC027","CAMK2B-216","Excitatory_neuron","CAMK2B",TRUE,"Control",129,93,115,0.808695652173913,0.03513925430928,0,-0.0901882285145956,31
"SMC030","CAMK2B-216","Excitatory_neuron","CAMK2B",TRUE,"Control",915,116,151,0.768211920529801,0.03513925430928,0,-0.0901882285145956,122
"SMC033","CAMK2B-216","Excitatory_neuron","CAMK2B",TRUE,"Control",2797,430,507,0.848126232741617,0.03513925430928,0,-0.0901882285145956,262
"SMC052","CAMK2B-216","Excitatory_neuron","CAMK2B",TRUE,"Control",4785,720,869,0.828538550057537,0.03513925430928,0,-0.0901882285145956,346
"PO05","CAMK2B-224","Excitatory_neuron","CAMK2B",FALSE,"AD",1197,0,46,0,NA,NA,NA,42
"PO11","CAMK2B-224","Excitatory_neuron","CAMK2B",FALSE,"AD",1165,0,47,0,NA,NA,NA,37
"PO28","CAMK2B-224","Excitatory_neuron","CAMK2B",FALSE,"AD",1851,0,289,0,NA,NA,NA,193
"PO41","CAMK2B-224","Excitatory_neuron","CAMK2B",FALSE,"AD",973,0,166,0,NA,NA,NA,119
"PO42","CAMK2B-224","Excitatory_neuron","CAMK2B",FALSE,"AD",1303,0,36,0,NA,NA,NA,30
"SMC029","CAMK2B-224","Excitatory_neuron","CAMK2B",FALSE,"AD",150,0,14,0,NA,NA,NA,8
"SMC032","CAMK2B-224","Excitatory_neuron","CAMK2B",FALSE,"AD",578,0,88,0,NA,NA,NA,64
"SMC036","CAMK2B-224","Excitatory_neuron","CAMK2B",FALSE,"AD",206,0,41,0,NA,NA,NA,9
"SMC038","CAMK2B-224","Excitatory_neuron","CAMK2B",FALSE,"AD",1640,3,1225,0.00244897959183673,NA,NA,NA,313
"SMC039","CAMK2B-224","Excitatory_neuron","CAMK2B",FALSE,"AD",413,2,35,0.0571428571428571,NA,NA,NA,10
"SMC041","CAMK2B-224","Excitatory_neuron","CAMK2B",FALSE,"AD",1746,1,306,0.00326797385620915,NA,NA,NA,66
"SMC043","CAMK2B-224","Excitatory_neuron","CAMK2B",FALSE,"AD",105,1,2,0.5,NA,NA,NA,2
"SMC049","CAMK2B-224","Excitatory_neuron","CAMK2B",FALSE,"AD",4070,3,3982,0.000753390256152687,NA,NA,NA,1264
"PO13","CAMK2B-224","Excitatory_neuron","CAMK2B",FALSE,"Control",777,0,13,0,NA,NA,NA,12
"PO15","CAMK2B-224","Excitatory_neuron","CAMK2B",FALSE,"Control",744,0,145,0,NA,NA,NA,105
"PO20","CAMK2B-224","Excitatory_neuron","CAMK2B",FALSE,"Control",1454,0,42,0,NA,NA,NA,33
"PO23","CAMK2B-224","Excitatory_neuron","CAMK2B",FALSE,"Control",1605,0,537,0,NA,NA,NA,318
"SMC027","CAMK2B-224","Excitatory_neuron","CAMK2B",FALSE,"Control",129,0,115,0,NA,NA,NA,31
"SMC030","CAMK2B-224","Excitatory_neuron","CAMK2B",FALSE,"Control",915,0,151,0,NA,NA,NA,122
"SMC033","CAMK2B-224","Excitatory_neuron","CAMK2B",FALSE,"Control",2797,2,507,0.00394477317554241,NA,NA,NA,262
"SMC052","CAMK2B-224","Excitatory_neuron","CAMK2B",FALSE,"Control",4785,1,869,0.00115074798619102,NA,NA,NA,346
"PO05","CAMK2B-230","Excitatory_neuron","CAMK2B",FALSE,"AD",1197,0,46,0,NA,NA,NA,42
"PO11","CAMK2B-230","Excitatory_neuron","CAMK2B",FALSE,"AD",1165,0,47,0,NA,NA,NA,37
"PO28","CAMK2B-230","Excitatory_neuron","CAMK2B",FALSE,"AD",1851,3,289,0.0103806228373702,NA,NA,NA,193
"PO41","CAMK2B-230","Excitatory_neuron","CAMK2B",FALSE,"AD",973,1,166,0.00602409638554217,NA,NA,NA,119
"PO42","CAMK2B-230","Excitatory_neuron","CAMK2B",FALSE,"AD",1303,1,36,0.0277777777777778,NA,NA,NA,30
"SMC029","CAMK2B-230","Excitatory_neuron","CAMK2B",FALSE,"AD",150,0,14,0,NA,NA,NA,8
"SMC032","CAMK2B-230","Excitatory_neuron","CAMK2B",FALSE,"AD",578,0,88,0,NA,NA,NA,64
"SMC036","CAMK2B-230","Excitatory_neuron","CAMK2B",FALSE,"AD",206,0,41,0,NA,NA,NA,9
"SMC038","CAMK2B-230","Excitatory_neuron","CAMK2B",FALSE,"AD",1640,3,1225,0.00244897959183673,NA,NA,NA,313
"SMC039","CAMK2B-230","Excitatory_neuron","CAMK2B",FALSE,"AD",413,0,35,0,NA,NA,NA,10
"SMC041","CAMK2B-230","Excitatory_neuron","CAMK2B",FALSE,"AD",1746,3,306,0.00980392156862745,NA,NA,NA,66
"SMC043","CAMK2B-230","Excitatory_neuron","CAMK2B",FALSE,"AD",105,0,2,0,NA,NA,NA,2
"SMC049","CAMK2B-230","Excitatory_neuron","CAMK2B",FALSE,"AD",4070,26,3982,0.00652938221998995,NA,NA,NA,1264
"PO13","CAMK2B-230","Excitatory_neuron","CAMK2B",FALSE,"Control",777,0,13,0,NA,NA,NA,12
"PO15","CAMK2B-230","Excitatory_neuron","CAMK2B",FALSE,"Control",744,0,145,0,NA,NA,NA,105
"PO20","CAMK2B-230","Excitatory_neuron","CAMK2B",FALSE,"Control",1454,0,42,0,NA,NA,NA,33
"PO23","CAMK2B-230","Excitatory_neuron","CAMK2B",FALSE,"Control",1605,1,537,0.00186219739292365,NA,NA,NA,318
"SMC027","CAMK2B-230","Excitatory_neuron","CAMK2B",FALSE,"Control",129,18,115,0.156521739130435,NA,NA,NA,31
"SMC030","CAMK2B-230","Excitatory_neuron","CAMK2B",FALSE,"Control",915,0,151,0,NA,NA,NA,122
"SMC033","CAMK2B-230","Excitatory_neuron","CAMK2B",FALSE,"Control",2797,2,507,0.00394477317554241,NA,NA,NA,262
"SMC052","CAMK2B-230","Excitatory_neuron","CAMK2B",FALSE,"Control",4785,9,869,0.0103567318757192,NA,NA,NA,346
"PO05","CAMK2B-243","Excitatory_neuron","CAMK2B",FALSE,"AD",1197,0,46,0,NA,NA,NA,42
"PO11","CAMK2B-243","Excitatory_neuron","CAMK2B",FALSE,"AD",1165,0,47,0,NA,NA,NA,37
"PO28","CAMK2B-243","Excitatory_neuron","CAMK2B",FALSE,"AD",1851,0,289,0,NA,NA,NA,193
"PO41","CAMK2B-243","Excitatory_neuron","CAMK2B",FALSE,"AD",973,0,166,0,NA,NA,NA,119
"PO42","CAMK2B-243","Excitatory_neuron","CAMK2B",FALSE,"AD",1303,0,36,0,NA,NA,NA,30
"SMC029","CAMK2B-243","Excitatory_neuron","CAMK2B",FALSE,"AD",150,0,14,0,NA,NA,NA,8
"SMC032","CAMK2B-243","Excitatory_neuron","CAMK2B",FALSE,"AD",578,0,88,0,NA,NA,NA,64
"SMC036","CAMK2B-243","Excitatory_neuron","CAMK2B",FALSE,"AD",206,0,41,0,NA,NA,NA,9
"SMC038","CAMK2B-243","Excitatory_neuron","CAMK2B",FALSE,"AD",1640,1,1225,0.000816326530612245,NA,NA,NA,313
"SMC039","CAMK2B-243","Excitatory_neuron","CAMK2B",FALSE,"AD",413,0,35,0,NA,NA,NA,10
"SMC041","CAMK2B-243","Excitatory_neuron","CAMK2B",FALSE,"AD",1746,0,306,0,NA,NA,NA,66
"SMC043","CAMK2B-243","Excitatory_neuron","CAMK2B",FALSE,"AD",105,0,2,0,NA,NA,NA,2
"SMC049","CAMK2B-243","Excitatory_neuron","CAMK2B",FALSE,"AD",4070,2,3982,0.000502260170768458,NA,NA,NA,1264
"PO13","CAMK2B-243","Excitatory_neuron","CAMK2B",FALSE,"Control",777,0,13,0,NA,NA,NA,12
"PO15","CAMK2B-243","Excitatory_neuron","CAMK2B",FALSE,"Control",744,2,145,0.0137931034482759,NA,NA,NA,105
"PO20","CAMK2B-243","Excitatory_neuron","CAMK2B",FALSE,"Control",1454,2,42,0.0476190476190476,NA,NA,NA,33
"PO23","CAMK2B-243","Excitatory_neuron","CAMK2B",FALSE,"Control",1605,8,537,0.0148975791433892,NA,NA,NA,318
"SMC027","CAMK2B-243","Excitatory_neuron","CAMK2B",FALSE,"Control",129,1,115,0.00869565217391304,NA,NA,NA,31
"SMC030","CAMK2B-243","Excitatory_neuron","CAMK2B",FALSE,"Control",915,1,151,0.00662251655629139,NA,NA,NA,122
"SMC033","CAMK2B-243","Excitatory_neuron","CAMK2B",FALSE,"Control",2797,0,507,0,NA,NA,NA,262
"SMC052","CAMK2B-243","Excitatory_neuron","CAMK2B",FALSE,"Control",4785,7,869,0.00805523590333717,NA,NA,NA,346
"PO05","CSRNP3-201","Excitatory_neuron","CSRNP3",FALSE,"AD",1197,17,83,0.204819277108434,NA,NA,NA,15
"PO11","CSRNP3-201","Excitatory_neuron","CSRNP3",FALSE,"AD",1165,8,73,0.10958904109589,NA,NA,NA,23
"PO28","CSRNP3-201","Excitatory_neuron","CSRNP3",FALSE,"AD",1851,34,138,0.246376811594203,NA,NA,NA,31
"PO41","CSRNP3-201","Excitatory_neuron","CSRNP3",FALSE,"AD",973,7,70,0.1,NA,NA,NA,16
"PO42","CSRNP3-201","Excitatory_neuron","CSRNP3",FALSE,"AD",1303,5,24,0.208333333333333,NA,NA,NA,7
"SMC029","CSRNP3-201","Excitatory_neuron","CSRNP3",FALSE,"AD",150,0,8,0,NA,NA,NA,1
"SMC032","CSRNP3-201","Excitatory_neuron","CSRNP3",FALSE,"AD",578,31,166,0.186746987951807,NA,NA,NA,25
"SMC036","CSRNP3-201","Excitatory_neuron","CSRNP3",FALSE,"AD",206,0,28,0,NA,NA,NA,3
"SMC038","CSRNP3-201","Excitatory_neuron","CSRNP3",FALSE,"AD",1640,30,984,0.0304878048780488,NA,NA,NA,33
"SMC039","CSRNP3-201","Excitatory_neuron","CSRNP3",FALSE,"AD",413,59,117,0.504273504273504,NA,NA,NA,3
"SMC041","CSRNP3-201","Excitatory_neuron","CSRNP3",FALSE,"AD",1746,0,1,0,NA,NA,NA,1
"SMC043","CSRNP3-201","Excitatory_neuron","CSRNP3",FALSE,"AD",105,0,1,0,NA,NA,NA,1
"SMC049","CSRNP3-201","Excitatory_neuron","CSRNP3",FALSE,"AD",4070,59,500,0.118,NA,NA,NA,106
"PO13","CSRNP3-201","Excitatory_neuron","CSRNP3",FALSE,"Control",777,0,18,0,NA,NA,NA,3
"PO15","CSRNP3-201","Excitatory_neuron","CSRNP3",FALSE,"Control",744,52,198,0.262626262626263,NA,NA,NA,47
"PO20","CSRNP3-201","Excitatory_neuron","CSRNP3",FALSE,"Control",1454,0,18,0,NA,NA,NA,2
"PO23","CSRNP3-201","Excitatory_neuron","CSRNP3",FALSE,"Control",1605,13,91,0.142857142857143,NA,NA,NA,35
"SMC027","CSRNP3-201","Excitatory_neuron","CSRNP3",FALSE,"Control",129,0,1,0,NA,NA,NA,1
"SMC030","CSRNP3-201","Excitatory_neuron","CSRNP3",FALSE,"Control",915,85,241,0.352697095435685,NA,NA,NA,54
"SMC033","CSRNP3-201","Excitatory_neuron","CSRNP3",FALSE,"Control",2797,45,346,0.130057803468208,NA,NA,NA,61
"SMC052","CSRNP3-201","Excitatory_neuron","CSRNP3",FALSE,"Control",4785,0,52,0,NA,NA,NA,16
"PO05","CSRNP3-202","Excitatory_neuron","CSRNP3",TRUE,"AD",1197,56,83,0.674698795180723,0.0193891573401335,0.0211518080074184,-0.0447271614141159,15
"PO11","CSRNP3-202","Excitatory_neuron","CSRNP3",TRUE,"AD",1165,48,73,0.657534246575342,0.0193891573401335,0.0211518080074184,-0.0447271614141159,23
