"donor","transcript_id","cell_type","gene_id","is_significant_hit","condition","n_cells_donor","raw_count","gene_total_count","psi","padj_gene","padj_tx","delta_psi","n_cells_expressing_gene"
"PO41","EIF4G2-208","Excitatory_neuron","EIF4G2",TRUE,"AD",973,20,145,0.137931034482759,0.0180308270223817,0.00878646929169655,0.0877752349925426,45
"PO42","EIF4G2-208","Excitatory_neuron","EIF4G2",TRUE,"AD",1303,2,36,0.0555555555555556,0.0180308270223817,0.00878646929169655,0.0877752349925426,10
"SMC029","EIF4G2-208","Excitatory_neuron","EIF4G2",TRUE,"AD",150,0,2,0,0.0180308270223817,0.00878646929169655,0.0877752349925426,1
"SMC032","EIF4G2-208","Excitatory_neuron","EIF4G2",TRUE,"AD",578,0,24,0,0.0180308270223817,0.00878646929169655,0.0877752349925426,13
"SMC036","EIF4G2-208","Excitatory_neuron","EIF4G2",TRUE,"AD",206,2,10,0.2,0.0180308270223817,0.00878646929169655,0.0877752349925426,8
"SMC038","EIF4G2-208","Excitatory_neuron","EIF4G2",TRUE,"AD",1640,37,100,0.37,0.0180308270223817,0.00878646929169655,0.0877752349925426,25
"SMC039","EIF4G2-208","Excitatory_neuron","EIF4G2",TRUE,"AD",413,0,2,0,0.0180308270223817,0.00878646929169655,0.0877752349925426,2
"SMC041","EIF4G2-208","Excitatory_neuron","EIF4G2",TRUE,"AD",1746,58,98,0.591836734693878,0.0180308270223817,0.00878646929169655,0.0877752349925426,20
"SMC043","EIF4G2-208","Excitatory_neuron","EIF4G2",TRUE,"AD",105,0,1,0,0.0180308270223817,0.00878646929169655,0.0877752349925426,1
"SMC049","EIF4G2-208","Excitatory_neuron","EIF4G2",TRUE,"AD",4070,19,164,0.115853658536585,0.0180308270223817,0.00878646929169655,0.0877752349925426,58
"PO13","EIF4G2-208","Excitatory_neuron","EIF4G2",TRUE,"Control",777,0,32,0,0.0180308270223817,0.00878646929169655,0.0877752349925426,11
"PO15","EIF4G2-208","Excitatory_neuron","EIF4G2",TRUE,"Control",744,8,218,0.036697247706422,0.0180308270223817,0.00878646929169655,0.0877752349925426,69
"PO20","EIF4G2-208","Excitatory_neuron","EIF4G2",TRUE,"Control",1454,1,17,0.0588235294117647,0.0180308270223817,0.00878646929169655,0.0877752349925426,9
"PO23","EIF4G2-208","Excitatory_neuron","EIF4G2",TRUE,"Control",1605,6,182,0.032967032967033,0.0180308270223817,0.00878646929169655,0.0877752349925426,45
"SMC027","EIF4G2-208","Excitatory_neuron","EIF4G2",TRUE,"Control",129,0,7,0,0.0180308270223817,0.00878646929169655,0.0877752349925426,1
"SMC030","EIF4G2-208","Excitatory_neuron","EIF4G2",TRUE,"Control",915,59,612,0.0964052287581699,0.0180308270223817,0.00878646929169655,0.0877752349925426,61
"SMC033","EIF4G2-208","Excitatory_neuron","EIF4G2",TRUE,"Control",2797,10,247,0.0404858299595142,0.0180308270223817,0.00878646929169655,0.0877752349925426,50
"SMC052","EIF4G2-208","Excitatory_neuron","EIF4G2",TRUE,"Control",4785,0,52,0,0.0180308270223817,0.00878646929169655,0.0877752349925426,22
"PO05","EIF4G2-215","Excitatory_neuron","EIF4G2",FALSE,"AD",1197,0,15,0,NA,NA,NA,10
"PO11","EIF4G2-215","Excitatory_neuron","EIF4G2",FALSE,"AD",1165,0,123,0,NA,NA,NA,24
"PO28","EIF4G2-215","Excitatory_neuron","EIF4G2",FALSE,"AD",1851,0,277,0,NA,NA,NA,69
"PO41","EIF4G2-215","Excitatory_neuron","EIF4G2",FALSE,"AD",973,0,145,0,NA,NA,NA,45
"PO42","EIF4G2-215","Excitatory_neuron","EIF4G2",FALSE,"AD",1303,0,36,0,NA,NA,NA,10
"SMC029","EIF4G2-215","Excitatory_neuron","EIF4G2",FALSE,"AD",150,0,2,0,NA,NA,NA,1
"SMC032","EIF4G2-215","Excitatory_neuron","EIF4G2",FALSE,"AD",578,0,24,0,NA,NA,NA,13
"SMC036","EIF4G2-215","Excitatory_neuron","EIF4G2",FALSE,"AD",206,0,10,0,NA,NA,NA,8
"SMC038","EIF4G2-215","Excitatory_neuron","EIF4G2",FALSE,"AD",1640,0,100,0,NA,NA,NA,25
"SMC039","EIF4G2-215","Excitatory_neuron","EIF4G2",FALSE,"AD",413,0,2,0,NA,NA,NA,2
"SMC041","EIF4G2-215","Excitatory_neuron","EIF4G2",FALSE,"AD",1746,0,98,0,NA,NA,NA,20
"SMC043","EIF4G2-215","Excitatory_neuron","EIF4G2",FALSE,"AD",105,0,1,0,NA,NA,NA,1
"SMC049","EIF4G2-215","Excitatory_neuron","EIF4G2",FALSE,"AD",4070,0,164,0,NA,NA,NA,58
"PO13","EIF4G2-215","Excitatory_neuron","EIF4G2",FALSE,"Control",777,0,32,0,NA,NA,NA,11
"PO15","EIF4G2-215","Excitatory_neuron","EIF4G2",FALSE,"Control",744,0,218,0,NA,NA,NA,69
"PO20","EIF4G2-215","Excitatory_neuron","EIF4G2",FALSE,"Control",1454,0,17,0,NA,NA,NA,9
"PO23","EIF4G2-215","Excitatory_neuron","EIF4G2",FALSE,"Control",1605,0,182,0,NA,NA,NA,45
"SMC027","EIF4G2-215","Excitatory_neuron","EIF4G2",FALSE,"Control",129,0,7,0,NA,NA,NA,1
"SMC030","EIF4G2-215","Excitatory_neuron","EIF4G2",FALSE,"Control",915,0,612,0,NA,NA,NA,61
"SMC033","EIF4G2-215","Excitatory_neuron","EIF4G2",FALSE,"Control",2797,0,247,0,NA,NA,NA,50
"SMC052","EIF4G2-215","Excitatory_neuron","EIF4G2",FALSE,"Control",4785,0,52,0,NA,NA,NA,22
"PO05","EIF4G2-225","Excitatory_neuron","EIF4G2",FALSE,"AD",1197,9,15,0.6,NA,NA,NA,10
"PO11","EIF4G2-225","Excitatory_neuron","EIF4G2",FALSE,"AD",1165,2,123,0.016260162601626,NA,NA,NA,24
"PO28","EIF4G2-225","Excitatory_neuron","EIF4G2",FALSE,"AD",1851,14,277,0.0505415162454874,NA,NA,NA,69
"PO41","EIF4G2-225","Excitatory_neuron","EIF4G2",FALSE,"AD",973,32,145,0.220689655172414,NA,NA,NA,45
"PO42","EIF4G2-225","Excitatory_neuron","EIF4G2",FALSE,"AD",1303,10,36,0.277777777777778,NA,NA,NA,10
"SMC029","EIF4G2-225","Excitatory_neuron","EIF4G2",FALSE,"AD",150,0,2,0,NA,NA,NA,1
"SMC032","EIF4G2-225","Excitatory_neuron","EIF4G2",FALSE,"AD",578,1,24,0.0416666666666667,NA,NA,NA,13
"SMC036","EIF4G2-225","Excitatory_neuron","EIF4G2",FALSE,"AD",206,0,10,0,NA,NA,NA,8
"SMC038","EIF4G2-225","Excitatory_neuron","EIF4G2",FALSE,"AD",1640,12,100,0.12,NA,NA,NA,25
"SMC039","EIF4G2-225","Excitatory_neuron","EIF4G2",FALSE,"AD",413,0,2,0,NA,NA,NA,2
"SMC041","EIF4G2-225","Excitatory_neuron","EIF4G2",FALSE,"AD",1746,34,98,0.346938775510204,NA,NA,NA,20
"SMC043","EIF4G2-225","Excitatory_neuron","EIF4G2",FALSE,"AD",105,0,1,0,NA,NA,NA,1
"SMC049","EIF4G2-225","Excitatory_neuron","EIF4G2",FALSE,"AD",4070,5,164,0.0304878048780488,NA,NA,NA,58
"PO13","EIF4G2-225","Excitatory_neuron","EIF4G2",FALSE,"Control",777,5,32,0.15625,NA,NA,NA,11
"PO15","EIF4G2-225","Excitatory_neuron","EIF4G2",FALSE,"Control",744,10,218,0.0458715596330275,NA,NA,NA,69
"PO20","EIF4G2-225","Excitatory_neuron","EIF4G2",FALSE,"Control",1454,7,17,0.411764705882353,NA,NA,NA,9
"PO23","EIF4G2-225","Excitatory_neuron","EIF4G2",FALSE,"Control",1605,4,182,0.021978021978022,NA,NA,NA,45
"SMC027","EIF4G2-225","Excitatory_neuron","EIF4G2",FALSE,"Control",129,7,7,1,NA,NA,NA,1
"SMC030","EIF4G2-225","Excitatory_neuron","EIF4G2",FALSE,"Control",915,2,612,0.00326797385620915,NA,NA,NA,61
"SMC033","EIF4G2-225","Excitatory_neuron","EIF4G2",FALSE,"Control",2797,1,247,0.00404858299595142,NA,NA,NA,50
"SMC052","EIF4G2-225","Excitatory_neuron","EIF4G2",FALSE,"Control",4785,26,52,0.5,NA,NA,NA,22
"PO05","ERCC6L2-201","Excitatory_neuron","ERCC6L2",FALSE,"AD",1197,75,318,0.235849056603774,NA,NA,NA,76
"PO11","ERCC6L2-201","Excitatory_neuron","ERCC6L2",FALSE,"AD",1165,50,382,0.130890052356021,NA,NA,NA,75
"PO28","ERCC6L2-201","Excitatory_neuron","ERCC6L2",FALSE,"AD",1851,44,364,0.120879120879121,NA,NA,NA,76
"PO41","ERCC6L2-201","Excitatory_neuron","ERCC6L2",FALSE,"AD",973,33,288,0.114583333333333,NA,NA,NA,78
"PO42","ERCC6L2-201","Excitatory_neuron","ERCC6L2",FALSE,"AD",1303,33,264,0.125,NA,NA,NA,65
"SMC029","ERCC6L2-201","Excitatory_neuron","ERCC6L2",FALSE,"AD",150,1,1,1,NA,NA,NA,1
"SMC032","ERCC6L2-201","Excitatory_neuron","ERCC6L2",FALSE,"AD",578,47,128,0.3671875,NA,NA,NA,23
"SMC036","ERCC6L2-201","Excitatory_neuron","ERCC6L2",FALSE,"AD",206,5,5,1,NA,NA,NA,4
"SMC038","ERCC6L2-201","Excitatory_neuron","ERCC6L2",FALSE,"AD",1640,4,84,0.0476190476190476,NA,NA,NA,32
"SMC039","ERCC6L2-201","Excitatory_neuron","ERCC6L2",FALSE,"AD",413,1,1,1,NA,NA,NA,1
"SMC041","ERCC6L2-201","Excitatory_neuron","ERCC6L2",FALSE,"AD",1746,1,71,0.0140845070422535,NA,NA,NA,16
"SMC043","ERCC6L2-201","Excitatory_neuron","ERCC6L2",FALSE,"AD",105,0,8,0,NA,NA,NA,1
"SMC049","ERCC6L2-201","Excitatory_neuron","ERCC6L2",FALSE,"AD",4070,33,261,0.126436781609195,NA,NA,NA,66
"PO13","ERCC6L2-201","Excitatory_neuron","ERCC6L2",FALSE,"Control",777,30,254,0.118110236220472,NA,NA,NA,30
"PO15","ERCC6L2-201","Excitatory_neuron","ERCC6L2",FALSE,"Control",744,20,185,0.108108108108108,NA,NA,NA,68
"PO20","ERCC6L2-201","Excitatory_neuron","ERCC6L2",FALSE,"Control",1454,23,231,0.0995670995670996,NA,NA,NA,52
"PO23","ERCC6L2-201","Excitatory_neuron","ERCC6L2",FALSE,"Control",1605,64,487,0.131416837782341,NA,NA,NA,98
"SMC027","ERCC6L2-201","Excitatory_neuron","ERCC6L2",FALSE,"Control",129,0,28,0,NA,NA,NA,8
"SMC030","ERCC6L2-201","Excitatory_neuron","ERCC6L2",FALSE,"Control",915,14,88,0.159090909090909,NA,NA,NA,39
"SMC033","ERCC6L2-201","Excitatory_neuron","ERCC6L2",FALSE,"Control",2797,10,217,0.0460829493087558,NA,NA,NA,56
"SMC052","ERCC6L2-201","Excitatory_neuron","ERCC6L2",FALSE,"Control",4785,33,193,0.170984455958549,NA,NA,NA,45
"PO05","ERCC6L2-202","Excitatory_neuron","ERCC6L2",FALSE,"AD",1197,0,318,0,NA,NA,NA,76
"PO11","ERCC6L2-202","Excitatory_neuron","ERCC6L2",FALSE,"AD",1165,0,382,0,NA,NA,NA,75
"PO28","ERCC6L2-202","Excitatory_neuron","ERCC6L2",FALSE,"AD",1851,0,364,0,NA,NA,NA,76
"PO41","ERCC6L2-202","Excitatory_neuron","ERCC6L2",FALSE,"AD",973,2,288,0.00694444444444444,NA,NA,NA,78
"PO42","ERCC6L2-202","Excitatory_neuron","ERCC6L2",FALSE,"AD",1303,0,264,0,NA,NA,NA,65
"SMC029","ERCC6L2-202","Excitatory_neuron","ERCC6L2",FALSE,"AD",150,0,1,0,NA,NA,NA,1
"SMC032","ERCC6L2-202","Excitatory_neuron","ERCC6L2",FALSE,"AD",578,0,128,0,NA,NA,NA,23
"SMC036","ERCC6L2-202","Excitatory_neuron","ERCC6L2",FALSE,"AD",206,0,5,0,NA,NA,NA,4
"SMC038","ERCC6L2-202","Excitatory_neuron","ERCC6L2",FALSE,"AD",1640,0,84,0,NA,NA,NA,32
"SMC039","ERCC6L2-202","Excitatory_neuron","ERCC6L2",FALSE,"AD",413,0,1,0,NA,NA,NA,1
"SMC041","ERCC6L2-202","Excitatory_neuron","ERCC6L2",FALSE,"AD",1746,0,71,0,NA,NA,NA,16
"SMC043","ERCC6L2-202","Excitatory_neuron","ERCC6L2",FALSE,"AD",105,0,8,0,NA,NA,NA,1
"SMC049","ERCC6L2-202","Excitatory_neuron","ERCC6L2",FALSE,"AD",4070,0,261,0,NA,NA,NA,66
"PO13","ERCC6L2-202","Excitatory_neuron","ERCC6L2",FALSE,"Control",777,0,254,0,NA,NA,NA,30
"PO15","ERCC6L2-202","Excitatory_neuron","ERCC6L2",FALSE,"Control",744,0,185,0,NA,NA,NA,68
"PO20","ERCC6L2-202","Excitatory_neuron","ERCC6L2",FALSE,"Control",1454,6,231,0.025974025974026,NA,NA,NA,52
"PO23","ERCC6L2-202","Excitatory_neuron","ERCC6L2",FALSE,"Control",1605,0,487,0,NA,NA,NA,98
"SMC027","ERCC6L2-202","Excitatory_neuron","ERCC6L2",FALSE,"Control",129,0,28,0,NA,NA,NA,8
"SMC030","ERCC6L2-202","Excitatory_neuron","ERCC6L2",FALSE,"Control",915,0,88,0,NA,NA,NA,39
"SMC033","ERCC6L2-202","Excitatory_neuron","ERCC6L2",FALSE,"Control",2797,0,217,0,NA,NA,NA,56
"SMC052","ERCC6L2-202","Excitatory_neuron","ERCC6L2",FALSE,"Control",4785,0,193,0,NA,NA,NA,45
"PO05","ERCC6L2-203","Excitatory_neuron","ERCC6L2",FALSE,"AD",1197,0,318,0,NA,NA,NA,76
"PO11","ERCC6L2-203","Excitatory_neuron","ERCC6L2",FALSE,"AD",1165,0,382,0,NA,NA,NA,75
"PO28","ERCC6L2-203","Excitatory_neuron","ERCC6L2",FALSE,"AD",1851,0,364,0,NA,NA,NA,76
"PO41","ERCC6L2-203","Excitatory_neuron","ERCC6L2",FALSE,"AD",973,0,288,0,NA,NA,NA,78
"PO42","ERCC6L2-203","Excitatory_neuron","ERCC6L2",FALSE,"AD",1303,0,264,0,NA,NA,NA,65
"SMC029","ERCC6L2-203","Excitatory_neuron","ERCC6L2",FALSE,"AD",150,0,1,0,NA,NA,NA,1
"SMC032","ERCC6L2-203","Excitatory_neuron","ERCC6L2",FALSE,"AD",578,0,128,0,NA,NA,NA,23
"SMC036","ERCC6L2-203","Excitatory_neuron","ERCC6L2",FALSE,"AD",206,0,5,0,NA,NA,NA,4
"SMC038","ERCC6L2-203","Excitatory_neuron","ERCC6L2",FALSE,"AD",1640,0,84,0,NA,NA,NA,32
"SMC039","ERCC6L2-203","Excitatory_neuron","ERCC6L2",FALSE,"AD",413,0,1,0,NA,NA,NA,1
"SMC041","ERCC6L2-203","Excitatory_neuron","ERCC6L2",FALSE,"AD",1746,5,71,0.0704225352112676,NA,NA,NA,16
"SMC043","ERCC6L2-203","Excitatory_neuron","ERCC6L2",FALSE,"AD",105,0,8,0,NA,NA,NA,1
"SMC049","ERCC6L2-203","Excitatory_neuron","ERCC6L2",FALSE,"AD",4070,1,261,0.00383141762452107,NA,NA,NA,66
"PO13","ERCC6L2-203","Excitatory_neuron","ERCC6L2",FALSE,"Control",777,0,254,0,NA,NA,NA,30
"PO15","ERCC6L2-203","Excitatory_neuron","ERCC6L2",FALSE,"Control",744,4,185,0.0216216216216216,NA,NA,NA,68
"PO20","ERCC6L2-203","Excitatory_neuron","ERCC6L2",FALSE,"Control",1454,0,231,0,NA,NA,NA,52
"PO23","ERCC6L2-203","Excitatory_neuron","ERCC6L2",FALSE,"Control",1605,8,487,0.0164271047227926,NA,NA,NA,98
"SMC027","ERCC6L2-203","Excitatory_neuron","ERCC6L2",FALSE,"Control",129,0,28,0,NA,NA,NA,8
"SMC030","ERCC6L2-203","Excitatory_neuron","ERCC6L2",FALSE,"Control",915,1,88,0.0113636363636364,NA,NA,NA,39
"SMC033","ERCC6L2-203","Excitatory_neuron","ERCC6L2",FALSE,"Control",2797,0,217,0,NA,NA,NA,56
"SMC052","ERCC6L2-203","Excitatory_neuron","ERCC6L2",FALSE,"Control",4785,18,193,0.0932642487046632,NA,NA,NA,45
"PO05","ERCC6L2-204","Excitatory_neuron","ERCC6L2",FALSE,"AD",1197,64,318,0.20125786163522,NA,NA,NA,76
"PO11","ERCC6L2-204","Excitatory_neuron","ERCC6L2",FALSE,"AD",1165,76,382,0.198952879581152,NA,NA,NA,75
"PO28","ERCC6L2-204","Excitatory_neuron","ERCC6L2",FALSE,"AD",1851,112,364,0.307692307692308,NA,NA,NA,76
"PO41","ERCC6L2-204","Excitatory_neuron","ERCC6L2",FALSE,"AD",973,45,288,0.15625,NA,NA,NA,78
"PO42","ERCC6L2-204","Excitatory_neuron","ERCC6L2",FALSE,"AD",1303,78,264,0.295454545454545,NA,NA,NA,65
"SMC029","ERCC6L2-204","Excitatory_neuron","ERCC6L2",FALSE,"AD",150,0,1,0,NA,NA,NA,1
"SMC032","ERCC6L2-204","Excitatory_neuron","ERCC6L2",FALSE,"AD",578,0,128,0,NA,NA,NA,23
"SMC036","ERCC6L2-204","Excitatory_neuron","ERCC6L2",FALSE,"AD",206,0,5,0,NA,NA,NA,4
"SMC038","ERCC6L2-204","Excitatory_neuron","ERCC6L2",FALSE,"AD",1640,0,84,0,NA,NA,NA,32
"SMC039","ERCC6L2-204","Excitatory_neuron","ERCC6L2",FALSE,"AD",413,0,1,0,NA,NA,NA,1
"SMC041","ERCC6L2-204","Excitatory_neuron","ERCC6L2",FALSE,"AD",1746,0,71,0,NA,NA,NA,16
"SMC043","ERCC6L2-204","Excitatory_neuron","ERCC6L2",FALSE,"AD",105,0,8,0,NA,NA,NA,1
"SMC049","ERCC6L2-204","Excitatory_neuron","ERCC6L2",FALSE,"AD",4070,15,261,0.0574712643678161,NA,NA,NA,66
"PO13","ERCC6L2-204","Excitatory_neuron","ERCC6L2",FALSE,"Control",777,11,254,0.0433070866141732,NA,NA,NA,30
"PO15","ERCC6L2-204","Excitatory_neuron","ERCC6L2",FALSE,"Control",744,21,185,0.113513513513514,NA,NA,NA,68
"PO20","ERCC6L2-204","Excitatory_neuron","ERCC6L2",FALSE,"Control",1454,43,231,0.186147186147186,NA,NA,NA,52
"PO23","ERCC6L2-204","Excitatory_neuron","ERCC6L2",FALSE,"Control",1605,7,487,0.0143737166324435,NA,NA,NA,98
"SMC027","ERCC6L2-204","Excitatory_neuron","ERCC6L2",FALSE,"Control",129,0,28,0,NA,NA,NA,8
"SMC030","ERCC6L2-204","Excitatory_neuron","ERCC6L2",FALSE,"Control",915,4,88,0.0454545454545455,NA,NA,NA,39
"SMC033","ERCC6L2-204","Excitatory_neuron","ERCC6L2",FALSE,"Control",2797,4,217,0.0184331797235023,NA,NA,NA,56
"SMC052","ERCC6L2-204","Excitatory_neuron","ERCC6L2",FALSE,"Control",4785,0,193,0,NA,NA,NA,45
"PO05","ERCC6L2-206","Excitatory_neuron","ERCC6L2",FALSE,"AD",1197,3,318,0.00943396226415094,NA,NA,NA,76
"PO11","ERCC6L2-206","Excitatory_neuron","ERCC6L2",FALSE,"AD",1165,0,382,0,NA,NA,NA,75
"PO28","ERCC6L2-206","Excitatory_neuron","ERCC6L2",FALSE,"AD",1851,2,364,0.00549450549450549,NA,NA,NA,76
"PO41","ERCC6L2-206","Excitatory_neuron","ERCC6L2",FALSE,"AD",973,0,288,0,NA,NA,NA,78
"PO42","ERCC6L2-206","Excitatory_neuron","ERCC6L2",FALSE,"AD",1303,0,264,0,NA,NA,NA,65
"SMC029","ERCC6L2-206","Excitatory_neuron","ERCC6L2",FALSE,"AD",150,0,1,0,NA,NA,NA,1
"SMC032","ERCC6L2-206","Excitatory_neuron","ERCC6L2",FALSE,"AD",578,0,128,0,NA,NA,NA,23
"SMC036","ERCC6L2-206","Excitatory_neuron","ERCC6L2",FALSE,"AD",206,0,5,0,NA,NA,NA,4
"SMC038","ERCC6L2-206","Excitatory_neuron","ERCC6L2",FALSE,"AD",1640,0,84,0,NA,NA,NA,32
"SMC039","ERCC6L2-206","Excitatory_neuron","ERCC6L2",FALSE,"AD",413,0,1,0,NA,NA,NA,1
"SMC041","ERCC6L2-206","Excitatory_neuron","ERCC6L2",FALSE,"AD",1746,0,71,0,NA,NA,NA,16
"SMC043","ERCC6L2-206","Excitatory_neuron","ERCC6L2",FALSE,"AD",105,0,8,0,NA,NA,NA,1
"SMC049","ERCC6L2-206","Excitatory_neuron","ERCC6L2",FALSE,"AD",4070,0,261,0,NA,NA,NA,66
"PO13","ERCC6L2-206","Excitatory_neuron","ERCC6L2",FALSE,"Control",777,0,254,0,NA,NA,NA,30
"PO15","ERCC6L2-206","Excitatory_neuron","ERCC6L2",FALSE,"Control",744,0,185,0,NA,NA,NA,68
"PO20","ERCC6L2-206","Excitatory_neuron","ERCC6L2",FALSE,"Control",1454,0,231,0,NA,NA,NA,52
"PO23","ERCC6L2-206","Excitatory_neuron","ERCC6L2",FALSE,"Control",1605,1,487,0.00205338809034908,NA,NA,NA,98
"SMC027","ERCC6L2-206","Excitatory_neuron","ERCC6L2",FALSE,"Control",129,0,28,0,NA,NA,NA,8
"SMC030","ERCC6L2-206","Excitatory_neuron","ERCC6L2",FALSE,"Control",915,0,88,0,NA,NA,NA,39
"SMC033","ERCC6L2-206","Excitatory_neuron","ERCC6L2",FALSE,"Control",2797,0,217,0,NA,NA,NA,56
"SMC052","ERCC6L2-206","Excitatory_neuron","ERCC6L2",FALSE,"Control",4785,0,193,0,NA,NA,NA,45
"PO05","ERCC6L2-207","Excitatory_neuron","ERCC6L2",FALSE,"AD",1197,0,318,0,NA,NA,NA,76
"PO11","ERCC6L2-207","Excitatory_neuron","ERCC6L2",FALSE,"AD",1165,0,382,0,NA,NA,NA,75
"PO28","ERCC6L2-207","Excitatory_neuron","ERCC6L2",FALSE,"AD",1851,0,364,0,NA,NA,NA,76
"PO41","ERCC6L2-207","Excitatory_neuron","ERCC6L2",FALSE,"AD",973,8,288,0.0277777777777778,NA,NA,NA,78
"PO42","ERCC6L2-207","Excitatory_neuron","ERCC6L2",FALSE,"AD",1303,0,264,0,NA,NA,NA,65
"SMC029","ERCC6L2-207","Excitatory_neuron","ERCC6L2",FALSE,"AD",150,0,1,0,NA,NA,NA,1
"SMC032","ERCC6L2-207","Excitatory_neuron","ERCC6L2",FALSE,"AD",578,0,128,0,NA,NA,NA,23
"SMC036","ERCC6L2-207","Excitatory_neuron","ERCC6L2",FALSE,"AD",206,0,5,0,NA,NA,NA,4
"SMC038","ERCC6L2-207","Excitatory_neuron","ERCC6L2",FALSE,"AD",1640,0,84,0,NA,NA,NA,32
"SMC039","ERCC6L2-207","Excitatory_neuron","ERCC6L2",FALSE,"AD",413,0,1,0,NA,NA,NA,1
"SMC041","ERCC6L2-207","Excitatory_neuron","ERCC6L2",FALSE,"AD",1746,0,71,0,NA,NA,NA,16
"SMC043","ERCC6L2-207","Excitatory_neuron","ERCC6L2",FALSE,"AD",105,0,8,0,NA,NA,NA,1
"SMC049","ERCC6L2-207","Excitatory_neuron","ERCC6L2",FALSE,"AD",4070,0,261,0,NA,NA,NA,66
"PO13","ERCC6L2-207","Excitatory_neuron","ERCC6L2",FALSE,"Control",777,0,254,0,NA,NA,NA,30
"PO15","ERCC6L2-207","Excitatory_neuron","ERCC6L2",FALSE,"Control",744,0,185,0,NA,NA,NA,68
"PO20","ERCC6L2-207","Excitatory_neuron","ERCC6L2",FALSE,"Control",1454,21,231,0.0909090909090909,NA,NA,NA,52
"PO23","ERCC6L2-207","Excitatory_neuron","ERCC6L2",FALSE,"Control",1605,1,487,0.00205338809034908,NA,NA,NA,98
"SMC027","ERCC6L2-207","Excitatory_neuron","ERCC6L2",FALSE,"Control",129,0,28,0,NA,NA,NA,8
"SMC030","ERCC6L2-207","Excitatory_neuron","ERCC6L2",FALSE,"Control",915,0,88,0,NA,NA,NA,39
"SMC033","ERCC6L2-207","Excitatory_neuron","ERCC6L2",FALSE,"Control",2797,0,217,0,NA,NA,NA,56
"SMC052","ERCC6L2-207","Excitatory_neuron","ERCC6L2",FALSE,"Control",4785,0,193,0,NA,NA,NA,45
"PO05","ERCC6L2-208","Excitatory_neuron","ERCC6L2",FALSE,"AD",1197,0,318,0,NA,NA,NA,76
"PO11","ERCC6L2-208","Excitatory_neuron","ERCC6L2",FALSE,"AD",1165,0,382,0,NA,NA,NA,75
"PO28","ERCC6L2-208","Excitatory_neuron","ERCC6L2",FALSE,"AD",1851,0,364,0,NA,NA,NA,76
"PO41","ERCC6L2-208","Excitatory_neuron","ERCC6L2",FALSE,"AD",973,0,288,0,NA,NA,NA,78
"PO42","ERCC6L2-208","Excitatory_neuron","ERCC6L2",FALSE,"AD",1303,0,264,0,NA,NA,NA,65
"SMC029","ERCC6L2-208","Excitatory_neuron","ERCC6L2",FALSE,"AD",150,0,1,0,NA,NA,NA,1
"SMC032","ERCC6L2-208","Excitatory_neuron","ERCC6L2",FALSE,"AD",578,0,128,0,NA,NA,NA,23
"SMC036","ERCC6L2-208","Excitatory_neuron","ERCC6L2",FALSE,"AD",206,0,5,0,NA,NA,NA,4
"SMC038","ERCC6L2-208","Excitatory_neuron","ERCC6L2",FALSE,"AD",1640,0,84,0,NA,NA,NA,32
"SMC039","ERCC6L2-208","Excitatory_neuron","ERCC6L2",FALSE,"AD",413,0,1,0,NA,NA,NA,1
"SMC041","ERCC6L2-208","Excitatory_neuron","ERCC6L2",FALSE,"AD",1746,0,71,0,NA,NA,NA,16
"SMC043","ERCC6L2-208","Excitatory_neuron","ERCC6L2",FALSE,"AD",105,0,8,0,NA,NA,NA,1
"SMC049","ERCC6L2-208","Excitatory_neuron","ERCC6L2",FALSE,"AD",4070,3,261,0.0114942528735632,NA,NA,NA,66
"PO13","ERCC6L2-208","Excitatory_neuron","ERCC6L2",FALSE,"Control",777,0,254,0,NA,NA,NA,30
"PO15","ERCC6L2-208","Excitatory_neuron","ERCC6L2",FALSE,"Control",744,0,185,0,NA,NA,NA,68
"PO20","ERCC6L2-208","Excitatory_neuron","ERCC6L2",FALSE,"Control",1454,0,231,0,NA,NA,NA,52
"PO23","ERCC6L2-208","Excitatory_neuron","ERCC6L2",FALSE,"Control",1605,0,487,0,NA,NA,NA,98
"SMC027","ERCC6L2-208","Excitatory_neuron","ERCC6L2",FALSE,"Control",129,0,28,0,NA,NA,NA,8
"SMC030","ERCC6L2-208","Excitatory_neuron","ERCC6L2",FALSE,"Control",915,0,88,0,NA,NA,NA,39
"SMC033","ERCC6L2-208","Excitatory_neuron","ERCC6L2",FALSE,"Control",2797,0,217,0,NA,NA,NA,56
"SMC052","ERCC6L2-208","Excitatory_neuron","ERCC6L2",FALSE,"Control",4785,0,193,0,NA,NA,NA,45
"PO05","ERCC6L2-209","Excitatory_neuron","ERCC6L2",FALSE,"AD",1197,0,318,0,NA,NA,NA,76
"PO11","ERCC6L2-209","Excitatory_neuron","ERCC6L2",FALSE,"AD",1165,1,382,0.00261780104712042,NA,NA,NA,75
"PO28","ERCC6L2-209","Excitatory_neuron","ERCC6L2",FALSE,"AD",1851,0,364,0,NA,NA,NA,76
"PO41","ERCC6L2-209","Excitatory_neuron","ERCC6L2",FALSE,"AD",973,0,288,0,NA,NA,NA,78
"PO42","ERCC6L2-209","Excitatory_neuron","ERCC6L2",FALSE,"AD",1303,0,264,0,NA,NA,NA,65
"SMC029","ERCC6L2-209","Excitatory_neuron","ERCC6L2",FALSE,"AD",150,0,1,0,NA,NA,NA,1
