"gene_id","cell_type","log2FC","lfcSE","pval","padj","baseMean"
"TRAPPC6A","Excitatory_neuron",0.735352000113829,0.808081329014235,0.362823821102383,0.999784705755525,6.42367824222881
"MATK","Excitatory_neuron",1.05160813850008,0.663735404237354,0.113107599795249,0.951079807268619,27.5608284030184
"ST7L","Excitatory_neuron",0.185880705906783,0.397336202586268,0.639915326360814,0.999784705755525,39.112499756584
"PAX6","Excitatory_neuron",-0.669715871161839,0.767804656336065,0.383073244253,0.999784705755525,4.54854090610538
"RPUSD1","Excitatory_neuron",0.587547815335815,0.722282362498397,0.415954367189586,0.999784705755525,34.5184623037698
"RHBDF1","Excitatory_neuron",0.593526082370024,0.592830053187258,0.316742656026267,0.999784705755525,26.5783399153074
"LUC7L","Excitatory_neuron",0.0483645152546354,0.396041150048776,0.902804042686754,0.999784705755525,208.879128807796
"CACNA2D2","Excitatory_neuron",-0.615693457797194,0.76299378144067,0.419698593441648,0.999784705755525,9.38296267442873
"BAIAP3","Excitatory_neuron",-0.310403444531041,0.609118941067693,0.610335828299843,0.999784705755525,109.117152217505
"TSR3","Excitatory_neuron",-0.966439757101468,1.09886811074857,0.37913750609264,0.999784705755525,3.99546238420216
"PIGQ","Excitatory_neuron",-0.339291194407231,0.610112913474867,0.578134200471134,0.999784705755525,76.2880493502396
"CRAMP1","Excitatory_neuron",0.170827742092698,0.59056684290441,0.772381931240324,0.999784705755525,160.627186560555
"TEAD3","Excitatory_neuron",-2.17937986728817,2.07102992729557,0.292654164029293,0.999784705755525,0.819031603671389
"SELE","Excitatory_neuron",0.80359362283819,1.17493750987118,0.49400936597084,0.999784705755525,6.01948260196264
"DNAJC11","Excitatory_neuron",-0.10044187352397,0.372155976538135,0.787243439723448,0.999784705755525,67.1408173074118
"FMO3","Excitatory_neuron",-0.700939973921486,3.02516398070341,0.816768597368998,0.999784705755525,0.508169946748462
"MYLIP","Excitatory_neuron",-0.166229202149624,0.625023767560495,0.790272626340827,0.999784705755525,18.9010645405913
"PSMB1","Excitatory_neuron",0.149493830386081,0.411908088140758,0.71665712503496,0.999784705755525,110.25200061258
"SYN1","Excitatory_neuron",-0.0390959328777063,0.727742646556439,0.957156498723629,0.999784705755525,20.7106803189736
"JARID2","Excitatory_neuron",-0.632831189296093,0.501775113862375,0.207242243068275,0.999784705755525,236.818788841666
"CDKL5","Excitatory_neuron",0.141448296468111,0.391522162093371,0.717891728264498,0.999784705755525,428.821705489477
"CAMK1G","Excitatory_neuron",0.549819059441272,0.40248819953966,0.171923227848779,0.999784705755525,206.536000879379
"CDK11A","Excitatory_neuron",0.775582397131716,0.574583128152124,0.177074510151456,0.999784705755525,100.435666366973
"NADK","Excitatory_neuron",0.0249851363789132,0.560058836927735,0.964416874244698,0.999784705755525,14.1858125646721
"TFAP2D","Excitatory_neuron",0.506220697358717,2.42196013456041,0.834438237272856,0.999784705755525,0.654268206692941
"DLEC1","Excitatory_neuron",0.206711771470268,0.728908901313548,0.776724079775712,0.999784705755525,12.8632273518049
"CYTH3","Excitatory_neuron",-0.229483198346756,0.521376474634048,0.659829383002215,0.999784705755525,93.3357893986932
"ADAM22","Excitatory_neuron",-0.117544043651304,0.389808789942506,0.763000599232415,0.999784705755525,247.4120781611
"SYPL1","Excitatory_neuron",-0.385777504903356,0.590590997777671,0.513623568217845,0.999784705755525,31.4517855590306
"CYB561","Excitatory_neuron",-0.833020477445711,0.68917456524031,0.226769656301654,0.999784705755525,86.2584372717386
"SPAG9","Excitatory_neuron",0.243107035711903,0.369007197176233,0.510015341176133,0.999784705755525,223.463063271891
"CELSR3","Excitatory_neuron",-0.284076796266288,0.60548945888571,0.638948945431426,0.999784705755525,42.6433491473958
"AASS","Excitatory_neuron",1.49164047802496,0.663178764333292,0.0244979716415061,0.757985656836329,11.6872690663901
"SS18L2","Excitatory_neuron",-1.4638451748366,0.821024393330628,0.0745944958419398,0.907103418052831,6.66228334541954
"MPND","Excitatory_neuron",-0.544737158536836,1.09518055163559,0.618910641501309,0.999784705755525,2.14754255709536
"MGST1","Excitatory_neuron",-0.513547908948398,0.642956815787122,0.424447879122342,0.999784705755525,12.351771055753
"CRY1","Excitatory_neuron",0.315990530060798,0.576057575184746,0.583321281349287,0.999784705755525,73.8158796843277
"NFIX","Excitatory_neuron",-0.271060720163216,0.578435355881071,0.639348269855979,0.999784705755525,225.151448125739
"ST3GAL1","Excitatory_neuron",0.703565258771397,0.599398387725097,0.240480871425157,0.999784705755525,96.2317792916884
"MMP25","Excitatory_neuron",-1.04828673899467,1.11870698968481,0.348731756604987,0.999784705755525,2.43084516630652
"PKD1","Excitatory_neuron",0.758418443716257,0.580662124379241,0.191509392888091,0.999784705755525,710.60452302864
"MAPK8IP2","Excitatory_neuron",0.457695703681253,0.582572665110238,0.432075088770797,0.999784705755525,16.2911385502453
"MED24","Excitatory_neuron",0.286352237541207,0.680345343646785,0.673833598207748,0.999784705755525,104.870765076724
"RHOBTB2","Excitatory_neuron",0.311706237231995,0.60014818847429,0.603494298773352,0.999784705755525,394.990693313358
"HEATR5B","Excitatory_neuron",0.0401077910879304,0.435174198774163,0.926567016702601,0.999784705755525,105.045142778864
"SEC62","Excitatory_neuron",-0.035752158584535,0.479978914489874,0.940622936017334,0.999784705755525,172.401899338072
"RPS20","Excitatory_neuron",-0.650420778372168,0.488255290813318,0.18281662737133,0.999784705755525,31.9148173400658
"CSDE1","Excitatory_neuron",-0.319077585647429,0.417059251345277,0.444232626553679,0.999784705755525,578.200144511534
"UBE3C","Excitatory_neuron",0.130080791562212,0.495346359553508,0.792854484364404,0.999784705755525,137.065513144993
"REV3L","Excitatory_neuron",0.158561208882008,0.550126589761989,0.773173160011353,0.999784705755525,568.284786426604
"TENM1","Excitatory_neuron",1.11556782047976,0.548242801127708,0.041870382563791,0.831301267549914,62.4024341179311
"PAX7","Excitatory_neuron",-2.38346435418521,2.63621104267777,0.365929114302721,0.999784705755525,0.576427438570449
"MASP2","Excitatory_neuron",-0.260011298511747,0.677210053873603,0.701019339065968,0.999784705755525,18.2022775884652
"FAM76A","Excitatory_neuron",-0.493711569956929,0.446073499188513,0.268382908421769,0.999784705755525,28.700018917593
"TRAF3IP3","Excitatory_neuron",0.0258313780450358,0.676449574591155,0.969538823757818,0.999784705755525,13.9558028298548
"POMT2","Excitatory_neuron",0.760996821039089,0.530826830904978,0.151684573636298,0.981746993620529,62.9561725532129
"VTA1","Excitatory_neuron",-0.831694387398038,0.667908086060806,0.213049858230162,0.999784705755525,43.5013441863197
"MLXIPL","Excitatory_neuron",0.183811938771523,0.565475738867376,0.745137809739618,0.999784705755525,35.8264393421037
"BAZ1B","Excitatory_neuron",-0.327922122873299,0.315804610870094,0.299097699524311,0.999784705755525,123.165572449395
"RANBP9","Excitatory_neuron",-0.419194441292965,0.395948234184637,0.289731772974341,0.999784705755525,77.572721628036
"ETV7","Excitatory_neuron",-2.0931183481766,1.06980362402741,0.0504010509954548,0.867334239112964,5.24182225314583
