"transcript_id","gene_id","padj_gene","padj_tx","psi_AD","psi_ctrl","delta_psi","pval","empirical_pval","regular_FDR","empirical_FDR","robust_to_braak","psi_active_ctrl","cell_type"
"ACTB-206","ACTB",0.955591414309441,NA,0.169601091264953,0.185137718032455,-0.0155366267675017,0.579592401796044,NA,0.955591414309443,NA,FALSE,0.161342281879195,"Vascular_cell"
"ACTB-217","ACTB",0.955591414309441,NA,0.829612745213034,0.784920002025265,0.0446927431877691,0.579592401796043,NA,0.955591414309443,NA,FALSE,0.838657718120805,"Vascular_cell"
"APP-201","APP",0.965556638593149,NA,0.299976587794815,0.460581354129741,-0.160604766334926,0.896927787969642,NA,0.965556638593149,NA,FALSE,0.97972972972973,"Vascular_cell"
"APP-204","APP",0.965556638593149,NA,0.430356171486198,0.246611453063066,0.183744718423132,0.896927787969641,NA,0.965556638593149,NA,FALSE,0.0202702702702703,"Vascular_cell"
"ATRX-201","ATRX",0.955591414309441,NA,0.737874030301301,0.660534118310126,0.0773399119911753,0.588056254959657,NA,0.955591414309443,NA,FALSE,0.514587525150905,"Vascular_cell"
"ATRX-202","ATRX",0.955591414309441,NA,0.184271957789582,0.285027429859678,-0.100755472070095,0.588056254959656,NA,0.955591414309443,NA,FALSE,0.485412474849095,"Vascular_cell"
"CALD1-201","CALD1",0.965556638593149,NA,0.653357857008112,0.494271869271869,0.159085987736242,0.965556638593149,NA,0.965556638593149,NA,FALSE,0.716666666666667,"Vascular_cell"
"CALD1-202","CALD1",0.965556638593149,NA,0.297745708356914,0.25019305019305,0.0475526581638636,0.965556638593149,NA,0.965556638593149,NA,FALSE,0.283333333333333,"Vascular_cell"
"DDX5-201","DDX5",0.965556638593149,NA,0.343988219326493,0.272581805359051,0.0714064139674412,0.903769549009687,NA,0.965556638593149,NA,FALSE,0.494061085972851,"Vascular_cell"
"DDX5-215","DDX5",0.965556638593149,NA,0.608453024996195,0.665649368314705,-0.0571963433185095,0.903769549009686,NA,0.965556638593149,NA,FALSE,0.505938914027149,"Vascular_cell"
"MALAT1-201","MALAT1",0.797106727983755,NA,0.0387753702143793,0.132177447589309,-0.0934020773749299,0.262349467081243,NA,0.797106727983755,NA,FALSE,0.166666666666667,"Vascular_cell"
"MALAT1-202","MALAT1",0.797106727983755,NA,0.83400872067162,0.806781163304097,0.0272275573675234,0.262349467081243,NA,0.797106727983755,NA,FALSE,0.833333333333333,"Vascular_cell"
"N4BP2L2-222","N4BP2L2",0.797106727983755,NA,0.181622580048055,0.241191481852841,-0.0595689018047862,0.298286251778138,NA,0.797106727983755,NA,FALSE,0.0555555555555556,"Vascular_cell"
"N4BP2L2-229","N4BP2L2",0.797106727983755,NA,0.30324735862491,0.321446545182286,-0.0181991865573766,0.298286251778139,NA,0.797106727983755,NA,FALSE,0.944444444444444,"Vascular_cell"
"PHF3-201","PHF3",0.965556638593149,NA,0.637940747706093,0.354603040540541,0.283337707165552,0.754287588459492,NA,0.965556638593149,NA,FALSE,0.8,"Vascular_cell"
"PHF3-204","PHF3",0.965556638593149,NA,0.25620888003323,0.476218037890832,-0.220009157857602,0.754287588459492,NA,0.965556638593149,NA,FALSE,0.2,"Vascular_cell"
"PNISR-201","PNISR",0.797106727983755,NA,0.518980645435116,0.654842047930283,-0.135861402495167,0.306579510762983,NA,0.797106727983755,NA,FALSE,1,"Vascular_cell"
"PNISR-202","PNISR",0.797106727983755,NA,0.206644821146587,0.200645813881108,0.00599900726547947,0.306579510762983,NA,0.797106727983755,NA,FALSE,0,"Vascular_cell"
"RBM25-201","RBM25",0.965556638593149,NA,0.364747492456118,0.33392797678512,0.0308195156709983,0.900492565245773,NA,0.965556638593149,NA,FALSE,1,"Vascular_cell"
"RBM25-212","RBM25",0.965556638593149,NA,0.555149230736538,0.487203272917559,0.0679459578189793,0.900492565245773,NA,0.965556638593149,NA,FALSE,0,"Vascular_cell"
"SPECC1L-201","SPECC1L",0.955591414309441,NA,0.773056455546265,0.696743087586023,0.0763133679602427,0.574759635171091,NA,0.955591414309443,NA,FALSE,1,"Vascular_cell"
"SPECC1L-203","SPECC1L",0.955591414309441,NA,0.166821261845039,0.199687082040023,-0.0328658201949842,0.574759635171089,NA,0.955591414309443,NA,FALSE,0,"Vascular_cell"
"SYNE1-206","SYNE1",0.797106727983755,NA,0.558175074227506,0.269157154387179,0.289017919840327,0.115244846677292,NA,0.797106727983755,NA,FALSE,NA,"Vascular_cell"
"SYNE1-211","SYNE1",0.797106727983755,NA,0.132191046343782,0.487881932433991,-0.355690886090209,0.115244846677292,NA,0.797106727983755,NA,FALSE,NA,"Vascular_cell"
"UBC-201","UBC",0.797106727983755,NA,0.695618369161569,0.712709194458714,-0.0170908252971456,0.242578291773709,NA,0.797106727983755,NA,FALSE,0.716197863433348,"Vascular_cell"
"UBC-205","UBC",0.797106727983755,NA,0.304381630838431,0.287290805541286,0.0170908252971455,0.24257829177371,NA,0.797106727983755,NA,FALSE,0.283802136566652,"Vascular_cell"
